,ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2570785,2020-03-01,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.14277,0.16011,full_february,DAY_OF_WEEK
2570786,2020-03-02,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.18758,0.09824,full_february,DAY_OF_WEEK
2570787,2020-03-03,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.0728,0.12918,full_february,DAY_OF_WEEK
2570788,2020-03-04,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.02168,0.10025,full_february,DAY_OF_WEEK
2570789,2020-03-05,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.01348,0.11649,full_february,DAY_OF_WEEK
2570790,2020-03-06,KEN,GADM,KEN.10.1_1,Kajiado Central,0.05057,0.11493,full_february,DAY_OF_WEEK
2570791,2020-03-07,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.06674,0.12627,full_february,DAY_OF_WEEK
2570792,2020-03-08,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.01824,0.14555,full_february,DAY_OF_WEEK
2570793,2020-03-09,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.01837,0.14555,full_february,DAY_OF_WEEK
2570794,2020-03-10,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.0108,0.13212,full_february,DAY_OF_WEEK
2570795,2020-03-11,KEN,GADM,KEN.10.1_1,Kajiado Central,0.07288,0.14428,full_february,DAY_OF_WEEK
2570796,2020-03-12,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.05948,0.13713,full_february,DAY_OF_WEEK
2570797,2020-03-13,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.00177,0.13271,full_february,DAY_OF_WEEK
2570798,2020-03-14,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.09579,0.15571,full_february,DAY_OF_WEEK
2570799,2020-03-15,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.02929,0.15222,full_february,DAY_OF_WEEK
2570800,2020-03-16,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.12917,0.12644,full_february,DAY_OF_WEEK
2570801,2020-03-17,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.0094,0.13836,full_february,DAY_OF_WEEK
2570802,2020-03-18,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.08044,0.13493,full_february,DAY_OF_WEEK
2570803,2020-03-19,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.19893,0.15659,full_february,DAY_OF_WEEK
2570804,2020-03-20,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.23974,0.1536,full_february,DAY_OF_WEEK
2570805,2020-03-21,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.2741,0.15064,full_february,DAY_OF_WEEK
2570806,2020-03-22,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.27744,0.21921,full_february,DAY_OF_WEEK
2570807,2020-03-23,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.26604,0.1601,full_february,DAY_OF_WEEK
2570808,2020-03-24,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.2939,0.18165,full_february,DAY_OF_WEEK
2570809,2020-03-25,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.15714,0.17363,full_february,DAY_OF_WEEK
2570810,2020-03-26,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.30477,0.19001,full_february,DAY_OF_WEEK
2570811,2020-03-27,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.31336,0.20271,full_february,DAY_OF_WEEK
2570812,2020-03-28,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.25974,0.27644,full_february,DAY_OF_WEEK
2570813,2020-03-29,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.34216,0.27066,full_february,DAY_OF_WEEK
2570814,2020-03-30,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.28209,0.19805,full_february,DAY_OF_WEEK
2570815,2020-03-31,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.37155,0.23044,full_february,DAY_OF_WEEK
2570816,2020-04-01,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.27875,0.22528,full_february,DAY_OF_WEEK
2570817,2020-04-02,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.20309,0.22465,full_february,DAY_OF_WEEK
2570818,2020-04-03,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.26212,0.18997,full_february,DAY_OF_WEEK
2570819,2020-04-04,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.26915,0.21939,full_february,DAY_OF_WEEK
2570820,2020-04-05,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.14523,0.22305,full_february,DAY_OF_WEEK
2570821,2020-04-06,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.2774,0.16789,full_february,DAY_OF_WEEK
2570822,2020-04-07,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.31592,0.22642,full_february,DAY_OF_WEEK
2570823,2020-04-08,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.22591,0.20368,full_february,DAY_OF_WEEK
2570824,2020-04-09,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.3302,0.22277,full_february,DAY_OF_WEEK
2570825,2020-04-10,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.46277,0.19567,full_february,DAY_OF_WEEK
2570826,2020-04-11,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.41539,0.22507,full_february,DAY_OF_WEEK
2570827,2020-04-12,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.43293,0.31429,full_february,DAY_OF_WEEK
2570828,2020-04-13,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.37624,0.24507,full_february,DAY_OF_WEEK
2570829,2020-04-14,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.33256,0.22774,full_february,DAY_OF_WEEK
2570830,2020-04-15,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.29746,0.20728,full_february,DAY_OF_WEEK
2570831,2020-04-16,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.30744,0.25575,full_february,DAY_OF_WEEK
2570832,2020-04-17,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.40322,0.22723,full_february,DAY_OF_WEEK
2570833,2020-04-18,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.3507,0.23032,full_february,DAY_OF_WEEK
2570834,2020-04-19,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.35136,0.26995,full_february,DAY_OF_WEEK
2570835,2020-04-20,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.34863,0.21101,full_february,DAY_OF_WEEK
2570836,2020-04-21,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.34674,0.20414,full_february,DAY_OF_WEEK
2570837,2020-04-22,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.34868,0.24131,full_february,DAY_OF_WEEK
2570838,2020-04-24,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.38117,0.20313,full_february,DAY_OF_WEEK
2570839,2020-04-25,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.29915,0.2372,full_february,DAY_OF_WEEK
2570840,2020-04-27,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.31179,0.22419,full_february,DAY_OF_WEEK
2570841,2020-04-28,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.29732,0.2112,full_february,DAY_OF_WEEK
2570842,2020-04-29,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.02282,0.20103,full_february,DAY_OF_WEEK
2570843,2020-04-30,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.32916,0.18038,full_february,DAY_OF_WEEK
2570844,2020-05-01,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.35008,0.23063,full_february,DAY_OF_WEEK
2570845,2020-05-02,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.50073,0.23014,full_february,DAY_OF_WEEK
2570846,2020-05-03,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.3337,0.27038,full_february,DAY_OF_WEEK
2570847,2020-05-04,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.24935,0.22591,full_february,DAY_OF_WEEK
2570848,2020-05-05,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.31681,0.20446,full_february,DAY_OF_WEEK
2570849,2020-05-06,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.23822,0.2049,full_february,DAY_OF_WEEK
2570850,2020-06-06,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.24876,0.19431,full_february,DAY_OF_WEEK
2570851,2020-06-09,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.33164,0.15322,full_february,DAY_OF_WEEK
2570852,2020-06-10,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.14979,0.19612,full_february,DAY_OF_WEEK
2570853,2020-06-16,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.10077,0.17519,full_february,DAY_OF_WEEK
2570854,2020-06-17,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.03106,0.1523,full_february,DAY_OF_WEEK
2570855,2020-07-01,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.18139,0.17053,full_february,DAY_OF_WEEK
2570856,2020-09-16,KEN,GADM,KEN.10.1_1,Kajiado Central,0.00316,0.14635,full_february,DAY_OF_WEEK
2570857,2020-09-18,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.11404,0.1518,full_february,DAY_OF_WEEK
2570858,2020-09-29,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.03729,0.12876,full_february,DAY_OF_WEEK
2570859,2020-09-30,KEN,GADM,KEN.10.1_1,Kajiado Central,0.01525,0.14894,full_february,DAY_OF_WEEK
2570860,2020-10-01,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.0779,0.1293,full_february,DAY_OF_WEEK
2570861,2020-10-08,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.04924,0.14204,full_february,DAY_OF_WEEK
2570862,2020-10-09,KEN,GADM,KEN.10.1_1,Kajiado Central,0.01699,0.13789,full_february,DAY_OF_WEEK
2570863,2020-10-12,KEN,GADM,KEN.10.1_1,Kajiado Central,0.08736,0.11037,full_february,DAY_OF_WEEK
2570864,2020-10-13,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.092,0.14975,full_february,DAY_OF_WEEK
2570865,2020-10-14,KEN,GADM,KEN.10.1_1,Kajiado Central,0.0026,0.15437,full_february,DAY_OF_WEEK
2570866,2020-10-15,KEN,GADM,KEN.10.1_1,Kajiado Central,0.00365,0.13614,full_february,DAY_OF_WEEK
2570867,2020-10-16,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.00103,0.14846,full_february,DAY_OF_WEEK
2570868,2020-10-21,KEN,GADM,KEN.10.1_1,Kajiado Central,0.04529,0.12043,full_february,DAY_OF_WEEK
2570869,2020-10-23,KEN,GADM,KEN.10.1_1,Kajiado Central,0.04373,0.12996,full_february,DAY_OF_WEEK
2570870,2020-10-24,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.0219,0.11145,full_february,DAY_OF_WEEK
2570871,2020-10-26,KEN,GADM,KEN.10.1_1,Kajiado Central,0.00395,0.1596,full_february,DAY_OF_WEEK
2570872,2020-10-27,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.11872,0.14443,full_february,DAY_OF_WEEK
2570873,2020-10-28,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.07221,0.1205,full_february,DAY_OF_WEEK
2570874,2020-10-29,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.13202,0.15271,full_february,DAY_OF_WEEK
2570875,2020-10-30,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.01615,0.14443,full_february,DAY_OF_WEEK
2570876,2020-10-31,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.07338,0.14233,full_february,DAY_OF_WEEK
2570877,2020-11-01,KEN,GADM,KEN.10.1_1,Kajiado Central,0.16471,0.14723,full_february,DAY_OF_WEEK
2570878,2020-11-02,KEN,GADM,KEN.10.1_1,Kajiado Central,0.00277,0.079,full_february,DAY_OF_WEEK
2570879,2020-11-03,KEN,GADM,KEN.10.1_1,Kajiado Central,0.07658,0.10872,full_february,DAY_OF_WEEK
2570880,2020-11-04,KEN,GADM,KEN.10.1_1,Kajiado Central,0.05539,0.13037,full_february,DAY_OF_WEEK
2570881,2020-11-05,KEN,GADM,KEN.10.1_1,Kajiado Central,0.09625,0.12655,full_february,DAY_OF_WEEK
2570882,2020-11-06,KEN,GADM,KEN.10.1_1,Kajiado Central,0.04711,0.14184,full_february,DAY_OF_WEEK
2570883,2020-11-10,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.17044,0.14905,full_february,DAY_OF_WEEK
2570884,2020-11-11,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.05383,0.13543,full_february,DAY_OF_WEEK
2570885,2020-11-12,KEN,GADM,KEN.10.1_1,Kajiado Central,0.03457,0.12313,full_february,DAY_OF_WEEK
2570886,2020-11-13,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.04689,0.13298,full_february,DAY_OF_WEEK
2570887,2020-11-17,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.02387,0.11643,full_february,DAY_OF_WEEK
2570888,2020-11-18,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.03414,0.13152,full_february,DAY_OF_WEEK
2570889,2020-11-19,KEN,GADM,KEN.10.1_1,Kajiado Central,0.08441,0.11013,full_february,DAY_OF_WEEK
2570890,2020-11-25,KEN,GADM,KEN.10.1_1,Kajiado Central,0.04473,0.12561,full_february,DAY_OF_WEEK
2570891,2020-11-26,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.20067,0.13249,full_february,DAY_OF_WEEK
2570892,2020-11-27,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.02791,0.10406,full_february,DAY_OF_WEEK
2570893,2020-11-28,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.14407,0.16518,full_february,DAY_OF_WEEK
2570894,2020-11-29,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.06903,0.15443,full_february,DAY_OF_WEEK
2570895,2020-11-30,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.00272,0.11085,full_february,DAY_OF_WEEK
2570896,2020-12-01,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.06367,0.1116,full_february,DAY_OF_WEEK
2570897,2020-12-02,KEN,GADM,KEN.10.1_1,Kajiado Central,0.01053,0.13132,full_february,DAY_OF_WEEK
2570898,2020-12-04,KEN,GADM,KEN.10.1_1,Kajiado Central,0.01395,0.13638,full_february,DAY_OF_WEEK
2570899,2020-12-05,KEN,GADM,KEN.10.1_1,Kajiado Central,0.1241,0.13152,full_february,DAY_OF_WEEK
2570900,2020-12-08,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.0468,0.16724,full_february,DAY_OF_WEEK
2570901,2020-12-09,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.01827,0.08692,full_february,DAY_OF_WEEK
2570902,2020-12-10,KEN,GADM,KEN.10.1_1,Kajiado Central,-0.14457,0.12784,full_february,DAY_OF_WEEK
2570903,2020-12-18,KEN,GADM,KEN.10.1_1,Kajiado Central,0.11766,0.15435,full_february,DAY_OF_WEEK
2570904,2020-03-01,KEN,GADM,KEN.10.2_1,Kajiado East,-0.12344,0.16372,full_february,DAY_OF_WEEK
2570905,2020-03-02,KEN,GADM,KEN.10.2_1,Kajiado East,0.01359,0.13087,full_february,DAY_OF_WEEK
2570906,2020-03-03,KEN,GADM,KEN.10.2_1,Kajiado East,-0.02122,0.12045,full_february,DAY_OF_WEEK
2570907,2020-03-04,KEN,GADM,KEN.10.2_1,Kajiado East,0.00603,0.11899,full_february,DAY_OF_WEEK
2570908,2020-03-05,KEN,GADM,KEN.10.2_1,Kajiado East,0.05006,0.13438,full_february,DAY_OF_WEEK
2570909,2020-03-06,KEN,GADM,KEN.10.2_1,Kajiado East,-0.01917,0.11203,full_february,DAY_OF_WEEK
2570910,2020-03-07,KEN,GADM,KEN.10.2_1,Kajiado East,-0.01556,0.12671,full_february,DAY_OF_WEEK
2570911,2020-03-08,KEN,GADM,KEN.10.2_1,Kajiado East,0.01897,0.14158,full_february,DAY_OF_WEEK
2570912,2020-03-09,KEN,GADM,KEN.10.2_1,Kajiado East,0.03775,0.11764,full_february,DAY_OF_WEEK
2570913,2020-03-10,KEN,GADM,KEN.10.2_1,Kajiado East,0.02708,0.12454,full_february,DAY_OF_WEEK
2570914,2020-03-11,KEN,GADM,KEN.10.2_1,Kajiado East,-0.00679,0.12716,full_february,DAY_OF_WEEK
2570915,2020-03-12,KEN,GADM,KEN.10.2_1,Kajiado East,-0.01665,0.12924,full_february,DAY_OF_WEEK
2570916,2020-03-13,KEN,GADM,KEN.10.2_1,Kajiado East,-0.01855,0.12764,full_february,DAY_OF_WEEK
2570917,2020-03-14,KEN,GADM,KEN.10.2_1,Kajiado East,-0.09202,0.14277,full_february,DAY_OF_WEEK
2570918,2020-03-15,KEN,GADM,KEN.10.2_1,Kajiado East,-0.08255,0.16018,full_february,DAY_OF_WEEK
2570919,2020-03-16,KEN,GADM,KEN.10.2_1,Kajiado East,-0.06185,0.12923,full_february,DAY_OF_WEEK
2570920,2020-03-17,KEN,GADM,KEN.10.2_1,Kajiado East,-0.07249,0.15552,full_february,DAY_OF_WEEK
2570921,2020-03-18,KEN,GADM,KEN.10.2_1,Kajiado East,-0.13772,0.16224,full_february,DAY_OF_WEEK
2570922,2020-03-19,KEN,GADM,KEN.10.2_1,Kajiado East,-0.18365,0.16476,full_february,DAY_OF_WEEK
2570923,2020-03-20,KEN,GADM,KEN.10.2_1,Kajiado East,-0.23968,0.1689,full_february,DAY_OF_WEEK
2570924,2020-03-21,KEN,GADM,KEN.10.2_1,Kajiado East,-0.24698,0.18647,full_february,DAY_OF_WEEK
2570925,2020-03-22,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2624,0.23241,full_february,DAY_OF_WEEK
2570926,2020-03-23,KEN,GADM,KEN.10.2_1,Kajiado East,-0.24709,0.20018,full_february,DAY_OF_WEEK
2570927,2020-03-24,KEN,GADM,KEN.10.2_1,Kajiado East,-0.30204,0.21167,full_february,DAY_OF_WEEK
2570928,2020-03-25,KEN,GADM,KEN.10.2_1,Kajiado East,-0.29611,0.22957,full_february,DAY_OF_WEEK
2570929,2020-03-26,KEN,GADM,KEN.10.2_1,Kajiado East,-0.33549,0.2298,full_february,DAY_OF_WEEK
2570930,2020-03-27,KEN,GADM,KEN.10.2_1,Kajiado East,-0.3323,0.24821,full_february,DAY_OF_WEEK
2570931,2020-03-28,KEN,GADM,KEN.10.2_1,Kajiado East,-0.39929,0.26483,full_february,DAY_OF_WEEK
2570932,2020-03-29,KEN,GADM,KEN.10.2_1,Kajiado East,-0.43917,0.33098,full_february,DAY_OF_WEEK
2570933,2020-03-30,KEN,GADM,KEN.10.2_1,Kajiado East,-0.30997,0.24982,full_february,DAY_OF_WEEK
2570934,2020-03-31,KEN,GADM,KEN.10.2_1,Kajiado East,-0.30533,0.22811,full_february,DAY_OF_WEEK
2570935,2020-04-01,KEN,GADM,KEN.10.2_1,Kajiado East,-0.31903,0.22639,full_february,DAY_OF_WEEK
2570936,2020-04-02,KEN,GADM,KEN.10.2_1,Kajiado East,-0.33562,0.23558,full_february,DAY_OF_WEEK
2570937,2020-04-03,KEN,GADM,KEN.10.2_1,Kajiado East,-0.34218,0.25047,full_february,DAY_OF_WEEK
2570938,2020-04-04,KEN,GADM,KEN.10.2_1,Kajiado East,-0.36732,0.25361,full_february,DAY_OF_WEEK
2570939,2020-04-05,KEN,GADM,KEN.10.2_1,Kajiado East,-0.40102,0.32095,full_february,DAY_OF_WEEK
2570940,2020-04-06,KEN,GADM,KEN.10.2_1,Kajiado East,-0.33456,0.23519,full_february,DAY_OF_WEEK
2570941,2020-04-07,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38968,0.25365,full_february,DAY_OF_WEEK
2570942,2020-04-08,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38038,0.25527,full_february,DAY_OF_WEEK
2570943,2020-04-09,KEN,GADM,KEN.10.2_1,Kajiado East,-0.36574,0.27317,full_february,DAY_OF_WEEK
2570944,2020-04-10,KEN,GADM,KEN.10.2_1,Kajiado East,-0.52675,0.28945,full_february,DAY_OF_WEEK
2570945,2020-04-11,KEN,GADM,KEN.10.2_1,Kajiado East,-0.43935,0.29177,full_february,DAY_OF_WEEK
2570946,2020-04-12,KEN,GADM,KEN.10.2_1,Kajiado East,-0.45074,0.35046,full_february,DAY_OF_WEEK
2570947,2020-04-13,KEN,GADM,KEN.10.2_1,Kajiado East,-0.52198,0.30166,full_february,DAY_OF_WEEK
2570948,2020-04-14,KEN,GADM,KEN.10.2_1,Kajiado East,-0.3309,0.27006,full_february,DAY_OF_WEEK
2570949,2020-04-15,KEN,GADM,KEN.10.2_1,Kajiado East,-0.36305,0.27142,full_february,DAY_OF_WEEK
2570950,2020-04-16,KEN,GADM,KEN.10.2_1,Kajiado East,-0.40624,0.27264,full_february,DAY_OF_WEEK
2570951,2020-04-17,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38993,0.26992,full_february,DAY_OF_WEEK
2570952,2020-04-18,KEN,GADM,KEN.10.2_1,Kajiado East,-0.41441,0.27169,full_february,DAY_OF_WEEK
2570953,2020-04-19,KEN,GADM,KEN.10.2_1,Kajiado East,-0.45212,0.34892,full_february,DAY_OF_WEEK
2570954,2020-04-20,KEN,GADM,KEN.10.2_1,Kajiado East,-0.35609,0.26716,full_february,DAY_OF_WEEK
2570955,2020-04-21,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38118,0.27532,full_february,DAY_OF_WEEK
2570956,2020-04-22,KEN,GADM,KEN.10.2_1,Kajiado East,-0.3654,0.25945,full_february,DAY_OF_WEEK
2570957,2020-04-23,KEN,GADM,KEN.10.2_1,Kajiado East,-0.37934,0.27299,full_february,DAY_OF_WEEK
2570958,2020-04-24,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38278,0.25312,full_february,DAY_OF_WEEK
2570959,2020-04-25,KEN,GADM,KEN.10.2_1,Kajiado East,-0.40072,0.29056,full_february,DAY_OF_WEEK
2570960,2020-04-26,KEN,GADM,KEN.10.2_1,Kajiado East,-0.4907,0.35225,full_february,DAY_OF_WEEK
2570961,2020-04-27,KEN,GADM,KEN.10.2_1,Kajiado East,-0.32491,0.25115,full_february,DAY_OF_WEEK
2570962,2020-04-28,KEN,GADM,KEN.10.2_1,Kajiado East,-0.32677,0.23984,full_february,DAY_OF_WEEK
2570963,2020-04-29,KEN,GADM,KEN.10.2_1,Kajiado East,-0.32529,0.25466,full_february,DAY_OF_WEEK
2570964,2020-04-30,KEN,GADM,KEN.10.2_1,Kajiado East,-0.3352,0.25335,full_february,DAY_OF_WEEK
2570965,2020-05-01,KEN,GADM,KEN.10.2_1,Kajiado East,-0.42167,0.26621,full_february,DAY_OF_WEEK
2570966,2020-05-02,KEN,GADM,KEN.10.2_1,Kajiado East,-0.37334,0.25855,full_february,DAY_OF_WEEK
2570967,2020-05-03,KEN,GADM,KEN.10.2_1,Kajiado East,-0.39264,0.29764,full_february,DAY_OF_WEEK
2570968,2020-05-04,KEN,GADM,KEN.10.2_1,Kajiado East,-0.26397,0.23884,full_february,DAY_OF_WEEK
2570969,2020-05-05,KEN,GADM,KEN.10.2_1,Kajiado East,-0.30359,0.22411,full_february,DAY_OF_WEEK
2570970,2020-05-06,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2932,0.23529,full_february,DAY_OF_WEEK
2570971,2020-05-07,KEN,GADM,KEN.10.2_1,Kajiado East,-0.30328,0.2318,full_february,DAY_OF_WEEK
2570972,2020-05-08,KEN,GADM,KEN.10.2_1,Kajiado East,-0.31549,0.2337,full_february,DAY_OF_WEEK
2570973,2020-05-09,KEN,GADM,KEN.10.2_1,Kajiado East,-0.33189,0.23464,full_february,DAY_OF_WEEK
2570974,2020-05-10,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38008,0.28913,full_february,DAY_OF_WEEK
2570975,2020-05-11,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2131,0.22114,full_february,DAY_OF_WEEK
2570976,2020-05-12,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2782,0.21763,full_february,DAY_OF_WEEK
2570977,2020-05-13,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2815,0.22215,full_february,DAY_OF_WEEK
2570978,2020-05-14,KEN,GADM,KEN.10.2_1,Kajiado East,-0.29535,0.23789,full_february,DAY_OF_WEEK
2570979,2020-05-15,KEN,GADM,KEN.10.2_1,Kajiado East,-0.32428,0.22441,full_february,DAY_OF_WEEK
2570980,2020-05-16,KEN,GADM,KEN.10.2_1,Kajiado East,-0.29315,0.22744,full_february,DAY_OF_WEEK
2570981,2020-05-17,KEN,GADM,KEN.10.2_1,Kajiado East,-0.33549,0.2867,full_february,DAY_OF_WEEK
2570982,2020-05-18,KEN,GADM,KEN.10.2_1,Kajiado East,-0.19703,0.20961,full_february,DAY_OF_WEEK
2570983,2020-05-19,KEN,GADM,KEN.10.2_1,Kajiado East,-0.24103,0.19957,full_february,DAY_OF_WEEK
2570984,2020-05-20,KEN,GADM,KEN.10.2_1,Kajiado East,-0.23994,0.21927,full_february,DAY_OF_WEEK
2570985,2020-05-21,KEN,GADM,KEN.10.2_1,Kajiado East,-0.25211,0.20876,full_february,DAY_OF_WEEK
2570986,2020-05-22,KEN,GADM,KEN.10.2_1,Kajiado East,-0.25682,0.21086,full_february,DAY_OF_WEEK
2570987,2020-05-23,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2677,0.22482,full_february,DAY_OF_WEEK
2570988,2020-05-24,KEN,GADM,KEN.10.2_1,Kajiado East,-0.32538,0.27894,full_february,DAY_OF_WEEK
2570989,2020-05-25,KEN,GADM,KEN.10.2_1,Kajiado East,-0.38349,0.22107,full_february,DAY_OF_WEEK
2570990,2020-05-26,KEN,GADM,KEN.10.2_1,Kajiado East,-0.22204,0.20527,full_february,DAY_OF_WEEK
2570991,2020-05-27,KEN,GADM,KEN.10.2_1,Kajiado East,-0.21488,0.22894,full_february,DAY_OF_WEEK
2570992,2020-05-28,KEN,GADM,KEN.10.2_1,Kajiado East,-0.20872,0.21276,full_february,DAY_OF_WEEK
2570993,2020-05-29,KEN,GADM,KEN.10.2_1,Kajiado East,-0.22223,0.20049,full_february,DAY_OF_WEEK
2570994,2020-05-30,KEN,GADM,KEN.10.2_1,Kajiado East,-0.24078,0.22806,full_february,DAY_OF_WEEK
2570995,2020-05-31,KEN,GADM,KEN.10.2_1,Kajiado East,-0.26445,0.27428,full_february,DAY_OF_WEEK
2570996,2020-06-01,KEN,GADM,KEN.10.2_1,Kajiado East,-0.33437,0.24236,full_february,DAY_OF_WEEK
2570997,2020-06-02,KEN,GADM,KEN.10.2_1,Kajiado East,-0.16339,0.19653,full_february,DAY_OF_WEEK
2570998,2020-06-03,KEN,GADM,KEN.10.2_1,Kajiado East,-0.17266,0.19988,full_february,DAY_OF_WEEK
2570999,2020-06-04,KEN,GADM,KEN.10.2_1,Kajiado East,-0.21009,0.22018,full_february,DAY_OF_WEEK
2571000,2020-06-05,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2335,0.20475,full_february,DAY_OF_WEEK
2571001,2020-06-06,KEN,GADM,KEN.10.2_1,Kajiado East,-0.23917,0.22315,full_february,DAY_OF_WEEK
2571002,2020-06-07,KEN,GADM,KEN.10.2_1,Kajiado East,-0.2991,0.26726,full_february,DAY_OF_WEEK
2571003,2020-06-08,KEN,GADM,KEN.10.2_1,Kajiado East,-0.13452,0.1892,full_february,DAY_OF_WEEK
