,ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2574071,2020-04-30,KEN,GADM,KEN.13.7_1,Kiambu,-0.29854,0.24377,full_february,DAY_OF_WEEK
2574072,2020-05-01,KEN,GADM,KEN.13.7_1,Kiambu,-0.46598,0.2821,full_february,DAY_OF_WEEK
2574073,2020-05-02,KEN,GADM,KEN.13.7_1,Kiambu,-0.3286,0.24059,full_february,DAY_OF_WEEK
2574074,2020-05-03,KEN,GADM,KEN.13.7_1,Kiambu,-0.36552,0.33112,full_february,DAY_OF_WEEK
2574075,2020-05-04,KEN,GADM,KEN.13.7_1,Kiambu,-0.18544,0.22536,full_february,DAY_OF_WEEK
2574076,2020-05-05,KEN,GADM,KEN.13.7_1,Kiambu,-0.23301,0.22284,full_february,DAY_OF_WEEK
2574077,2020-05-06,KEN,GADM,KEN.13.7_1,Kiambu,-0.30764,0.24659,full_february,DAY_OF_WEEK
2574078,2020-05-07,KEN,GADM,KEN.13.7_1,Kiambu,-0.27517,0.26086,full_february,DAY_OF_WEEK
2574079,2020-05-08,KEN,GADM,KEN.13.7_1,Kiambu,-0.26362,0.22403,full_february,DAY_OF_WEEK
2574080,2020-05-09,KEN,GADM,KEN.13.7_1,Kiambu,-0.30042,0.2497,full_february,DAY_OF_WEEK
2574081,2020-05-10,KEN,GADM,KEN.13.7_1,Kiambu,-0.35669,0.33369,full_february,DAY_OF_WEEK
2574082,2020-05-11,KEN,GADM,KEN.13.7_1,Kiambu,-0.13061,0.21672,full_february,DAY_OF_WEEK
2574083,2020-05-12,KEN,GADM,KEN.13.7_1,Kiambu,-0.14828,0.23248,full_february,DAY_OF_WEEK
2574084,2020-05-13,KEN,GADM,KEN.13.7_1,Kiambu,-0.24508,0.23756,full_february,DAY_OF_WEEK
2574085,2020-05-14,KEN,GADM,KEN.13.7_1,Kiambu,-0.28287,0.24181,full_february,DAY_OF_WEEK
2574086,2020-05-15,KEN,GADM,KEN.13.7_1,Kiambu,-0.24136,0.2345,full_february,DAY_OF_WEEK
2574087,2020-05-16,KEN,GADM,KEN.13.7_1,Kiambu,-0.26714,0.2692,full_february,DAY_OF_WEEK
2574088,2020-05-17,KEN,GADM,KEN.13.7_1,Kiambu,-0.32683,0.33066,full_february,DAY_OF_WEEK
2574089,2020-05-18,KEN,GADM,KEN.13.7_1,Kiambu,-0.10082,0.22271,full_february,DAY_OF_WEEK
2574090,2020-05-19,KEN,GADM,KEN.13.7_1,Kiambu,-0.12928,0.22821,full_february,DAY_OF_WEEK
2574091,2020-05-20,KEN,GADM,KEN.13.7_1,Kiambu,-0.235,0.23494,full_february,DAY_OF_WEEK
2574092,2020-05-21,KEN,GADM,KEN.13.7_1,Kiambu,-0.2722,0.24595,full_february,DAY_OF_WEEK
2574093,2020-05-22,KEN,GADM,KEN.13.7_1,Kiambu,-0.20797,0.22543,full_february,DAY_OF_WEEK
2574094,2020-05-23,KEN,GADM,KEN.13.7_1,Kiambu,-0.19864,0.22488,full_february,DAY_OF_WEEK
2574095,2020-05-24,KEN,GADM,KEN.13.7_1,Kiambu,-0.2818,0.28717,full_february,DAY_OF_WEEK
2574096,2020-05-25,KEN,GADM,KEN.13.7_1,Kiambu,-0.27821,0.25528,full_february,DAY_OF_WEEK
2574097,2020-05-26,KEN,GADM,KEN.13.7_1,Kiambu,-0.09298,0.20562,full_february,DAY_OF_WEEK
2574098,2020-05-27,KEN,GADM,KEN.13.7_1,Kiambu,-0.20328,0.21783,full_february,DAY_OF_WEEK
2574099,2020-05-28,KEN,GADM,KEN.13.7_1,Kiambu,-0.25766,0.2206,full_february,DAY_OF_WEEK
2574100,2020-05-29,KEN,GADM,KEN.13.7_1,Kiambu,-0.17833,0.20177,full_february,DAY_OF_WEEK
2574101,2020-05-30,KEN,GADM,KEN.13.7_1,Kiambu,-0.15725,0.22002,full_february,DAY_OF_WEEK
2574102,2020-05-31,KEN,GADM,KEN.13.7_1,Kiambu,-0.25406,0.28059,full_february,DAY_OF_WEEK
2574103,2020-06-01,KEN,GADM,KEN.13.7_1,Kiambu,-0.26449,0.2473,full_february,DAY_OF_WEEK
2574104,2020-06-02,KEN,GADM,KEN.13.7_1,Kiambu,-0.07279,0.20575,full_february,DAY_OF_WEEK
2574105,2020-06-03,KEN,GADM,KEN.13.7_1,Kiambu,-0.18785,0.19511,full_february,DAY_OF_WEEK
2574106,2020-06-04,KEN,GADM,KEN.13.7_1,Kiambu,-0.1877,0.21312,full_february,DAY_OF_WEEK
2574107,2020-06-05,KEN,GADM,KEN.13.7_1,Kiambu,-0.16068,0.18542,full_february,DAY_OF_WEEK
2574108,2020-06-06,KEN,GADM,KEN.13.7_1,Kiambu,-0.16177,0.20724,full_february,DAY_OF_WEEK
2574109,2020-06-07,KEN,GADM,KEN.13.7_1,Kiambu,-0.21172,0.25175,full_february,DAY_OF_WEEK
2574110,2020-06-08,KEN,GADM,KEN.13.7_1,Kiambu,-0.03509,0.20162,full_february,DAY_OF_WEEK
2574111,2020-06-09,KEN,GADM,KEN.13.7_1,Kiambu,-0.04795,0.19268,full_february,DAY_OF_WEEK
2574112,2020-06-10,KEN,GADM,KEN.13.7_1,Kiambu,-0.23236,0.22252,full_february,DAY_OF_WEEK
2574113,2020-06-11,KEN,GADM,KEN.13.7_1,Kiambu,-0.17057,0.20318,full_february,DAY_OF_WEEK
2574114,2020-06-12,KEN,GADM,KEN.13.7_1,Kiambu,-0.20139,0.19093,full_february,DAY_OF_WEEK
2574115,2020-06-13,KEN,GADM,KEN.13.7_1,Kiambu,-0.16883,0.20463,full_february,DAY_OF_WEEK
2574116,2020-06-14,KEN,GADM,KEN.13.7_1,Kiambu,-0.20387,0.27057,full_february,DAY_OF_WEEK
2574117,2020-06-15,KEN,GADM,KEN.13.7_1,Kiambu,-0.06945,0.20233,full_february,DAY_OF_WEEK
2574118,2020-06-16,KEN,GADM,KEN.13.7_1,Kiambu,-0.0601,0.19375,full_february,DAY_OF_WEEK
2574119,2020-06-17,KEN,GADM,KEN.13.7_1,Kiambu,-0.20237,0.19562,full_february,DAY_OF_WEEK
2574120,2020-06-18,KEN,GADM,KEN.13.7_1,Kiambu,-0.1906,0.20266,full_february,DAY_OF_WEEK
2574121,2020-06-19,KEN,GADM,KEN.13.7_1,Kiambu,-0.14447,0.17912,full_february,DAY_OF_WEEK
2574122,2020-06-20,KEN,GADM,KEN.13.7_1,Kiambu,-0.11575,0.20051,full_february,DAY_OF_WEEK
2574123,2020-06-21,KEN,GADM,KEN.13.7_1,Kiambu,-0.19187,0.24791,full_february,DAY_OF_WEEK
2574124,2020-06-22,KEN,GADM,KEN.13.7_1,Kiambu,-0.03566,0.1823,full_february,DAY_OF_WEEK
2574125,2020-06-23,KEN,GADM,KEN.13.7_1,Kiambu,-0.06146,0.20164,full_february,DAY_OF_WEEK
2574126,2020-06-24,KEN,GADM,KEN.13.7_1,Kiambu,-0.1681,0.19768,full_february,DAY_OF_WEEK
2574127,2020-06-25,KEN,GADM,KEN.13.7_1,Kiambu,-0.15434,0.19861,full_february,DAY_OF_WEEK
2574128,2020-06-26,KEN,GADM,KEN.13.7_1,Kiambu,-0.14767,0.16867,full_february,DAY_OF_WEEK
2574129,2020-06-27,KEN,GADM,KEN.13.7_1,Kiambu,-0.06058,0.18009,full_february,DAY_OF_WEEK
2574130,2020-06-28,KEN,GADM,KEN.13.7_1,Kiambu,-0.13535,0.23681,full_february,DAY_OF_WEEK
2574131,2020-06-29,KEN,GADM,KEN.13.7_1,Kiambu,0.03875,0.1708,full_february,DAY_OF_WEEK
2574132,2020-06-30,KEN,GADM,KEN.13.7_1,Kiambu,0.02606,0.17994,full_february,DAY_OF_WEEK
2574133,2020-07-01,KEN,GADM,KEN.13.7_1,Kiambu,-0.12518,0.19397,full_february,DAY_OF_WEEK
2574134,2020-07-02,KEN,GADM,KEN.13.7_1,Kiambu,-0.13041,0.19757,full_february,DAY_OF_WEEK
2574135,2020-07-03,KEN,GADM,KEN.13.7_1,Kiambu,-0.0846,0.17707,full_february,DAY_OF_WEEK
2574136,2020-07-04,KEN,GADM,KEN.13.7_1,Kiambu,0.00463,0.1831,full_february,DAY_OF_WEEK
2574137,2020-07-05,KEN,GADM,KEN.13.7_1,Kiambu,-0.11037,0.21938,full_february,DAY_OF_WEEK
2574138,2020-07-06,KEN,GADM,KEN.13.7_1,Kiambu,0.02979,0.17763,full_february,DAY_OF_WEEK
2574139,2020-07-07,KEN,GADM,KEN.13.7_1,Kiambu,0.02547,0.17092,full_february,DAY_OF_WEEK
2574140,2020-07-08,KEN,GADM,KEN.13.7_1,Kiambu,-0.12369,0.17767,full_february,DAY_OF_WEEK
2574141,2020-07-09,KEN,GADM,KEN.13.7_1,Kiambu,-0.09334,0.17716,full_february,DAY_OF_WEEK
2574142,2020-07-10,KEN,GADM,KEN.13.7_1,Kiambu,-0.07552,0.17002,full_february,DAY_OF_WEEK
2574143,2020-07-11,KEN,GADM,KEN.13.7_1,Kiambu,-0.02185,0.1825,full_february,DAY_OF_WEEK
2574144,2020-07-12,KEN,GADM,KEN.13.7_1,Kiambu,-0.07322,0.21709,full_february,DAY_OF_WEEK
2574145,2020-07-13,KEN,GADM,KEN.13.7_1,Kiambu,0.0401,0.17693,full_february,DAY_OF_WEEK
2574146,2020-07-14,KEN,GADM,KEN.13.7_1,Kiambu,0.01088,0.16515,full_february,DAY_OF_WEEK
2574147,2020-07-15,KEN,GADM,KEN.13.7_1,Kiambu,-0.08262,0.17746,full_february,DAY_OF_WEEK
2574148,2020-07-16,KEN,GADM,KEN.13.7_1,Kiambu,-0.07642,0.1616,full_february,DAY_OF_WEEK
2574149,2020-07-17,KEN,GADM,KEN.13.7_1,Kiambu,-0.0447,0.15191,full_february,DAY_OF_WEEK
2574150,2020-07-18,KEN,GADM,KEN.13.7_1,Kiambu,0.0325,0.16205,full_february,DAY_OF_WEEK
2574151,2020-07-19,KEN,GADM,KEN.13.7_1,Kiambu,-0.09052,0.23553,full_february,DAY_OF_WEEK
2574152,2020-07-20,KEN,GADM,KEN.13.7_1,Kiambu,0.05145,0.18389,full_february,DAY_OF_WEEK
2574153,2020-07-21,KEN,GADM,KEN.13.7_1,Kiambu,0.00942,0.16919,full_february,DAY_OF_WEEK
2574154,2020-07-22,KEN,GADM,KEN.13.7_1,Kiambu,-0.13767,0.1808,full_february,DAY_OF_WEEK
2574155,2020-07-23,KEN,GADM,KEN.13.7_1,Kiambu,-0.1055,0.16924,full_february,DAY_OF_WEEK
2574156,2020-07-24,KEN,GADM,KEN.13.7_1,Kiambu,-0.09912,0.17228,full_february,DAY_OF_WEEK
2574157,2020-07-25,KEN,GADM,KEN.13.7_1,Kiambu,-0.00409,0.17994,full_february,DAY_OF_WEEK
2574158,2020-07-26,KEN,GADM,KEN.13.7_1,Kiambu,-0.01426,0.21648,full_february,DAY_OF_WEEK
2574159,2020-07-27,KEN,GADM,KEN.13.7_1,Kiambu,0.02305,0.20055,full_february,DAY_OF_WEEK
2574160,2020-07-28,KEN,GADM,KEN.13.7_1,Kiambu,-0.00512,0.1996,full_february,DAY_OF_WEEK
2574161,2020-07-29,KEN,GADM,KEN.13.7_1,Kiambu,-0.10182,0.18245,full_february,DAY_OF_WEEK
2574162,2020-07-30,KEN,GADM,KEN.13.7_1,Kiambu,-0.09051,0.17343,full_february,DAY_OF_WEEK
2574163,2020-07-31,KEN,GADM,KEN.13.7_1,Kiambu,-0.16408,0.20975,full_february,DAY_OF_WEEK
2574164,2020-08-01,KEN,GADM,KEN.13.7_1,Kiambu,0.00829,0.18436,full_february,DAY_OF_WEEK
2574165,2020-08-02,KEN,GADM,KEN.13.7_1,Kiambu,-0.02004,0.22253,full_february,DAY_OF_WEEK
2574166,2020-08-03,KEN,GADM,KEN.13.7_1,Kiambu,0.10798,0.17381,full_february,DAY_OF_WEEK
2574167,2020-08-04,KEN,GADM,KEN.13.7_1,Kiambu,0.07921,0.1597,full_february,DAY_OF_WEEK
2574168,2020-08-05,KEN,GADM,KEN.13.7_1,Kiambu,-0.03607,0.17358,full_february,DAY_OF_WEEK
2574169,2020-08-06,KEN,GADM,KEN.13.7_1,Kiambu,-0.0718,0.15914,full_february,DAY_OF_WEEK
2574170,2020-08-07,KEN,GADM,KEN.13.7_1,Kiambu,-0.05378,0.14227,full_february,DAY_OF_WEEK
2574171,2020-08-08,KEN,GADM,KEN.13.7_1,Kiambu,-0.02452,0.17526,full_february,DAY_OF_WEEK
2574172,2020-08-09,KEN,GADM,KEN.13.7_1,Kiambu,-0.06908,0.23921,full_february,DAY_OF_WEEK
2574173,2020-08-10,KEN,GADM,KEN.13.7_1,Kiambu,0.08004,0.18157,full_february,DAY_OF_WEEK
2574174,2020-08-11,KEN,GADM,KEN.13.7_1,Kiambu,0.03694,0.15675,full_february,DAY_OF_WEEK
2574175,2020-08-12,KEN,GADM,KEN.13.7_1,Kiambu,-0.07327,0.1659,full_february,DAY_OF_WEEK
2574176,2020-08-13,KEN,GADM,KEN.13.7_1,Kiambu,-0.05595,0.16798,full_february,DAY_OF_WEEK
2574177,2020-08-14,KEN,GADM,KEN.13.7_1,Kiambu,-0.01796,0.14559,full_february,DAY_OF_WEEK
2574178,2020-08-15,KEN,GADM,KEN.13.7_1,Kiambu,-0.02009,0.17842,full_february,DAY_OF_WEEK
2574179,2020-08-16,KEN,GADM,KEN.13.7_1,Kiambu,0.01101,0.20735,full_february,DAY_OF_WEEK
2574180,2020-08-17,KEN,GADM,KEN.13.7_1,Kiambu,0.06645,0.17353,full_february,DAY_OF_WEEK
2574181,2020-08-18,KEN,GADM,KEN.13.7_1,Kiambu,0.13917,0.16546,full_february,DAY_OF_WEEK
2574182,2020-08-19,KEN,GADM,KEN.13.7_1,Kiambu,-0.06649,0.17201,full_february,DAY_OF_WEEK
2574183,2020-08-20,KEN,GADM,KEN.13.7_1,Kiambu,-0.11202,0.16814,full_february,DAY_OF_WEEK
2574184,2020-08-21,KEN,GADM,KEN.13.7_1,Kiambu,-0.02931,0.15877,full_february,DAY_OF_WEEK
2574185,2020-08-22,KEN,GADM,KEN.13.7_1,Kiambu,0.04907,0.16598,full_february,DAY_OF_WEEK
2574186,2020-08-23,KEN,GADM,KEN.13.7_1,Kiambu,-0.01742,0.21838,full_february,DAY_OF_WEEK
2574187,2020-08-24,KEN,GADM,KEN.13.7_1,Kiambu,0.1119,0.16817,full_february,DAY_OF_WEEK
2574188,2020-08-25,KEN,GADM,KEN.13.7_1,Kiambu,0.09962,0.15609,full_february,DAY_OF_WEEK
2574189,2020-08-26,KEN,GADM,KEN.13.7_1,Kiambu,-0.04413,0.15529,full_february,DAY_OF_WEEK
2574190,2020-08-27,KEN,GADM,KEN.13.7_1,Kiambu,0.01881,0.15621,full_february,DAY_OF_WEEK
2574191,2020-08-28,KEN,GADM,KEN.13.7_1,Kiambu,-0.0005,0.15568,full_february,DAY_OF_WEEK
2574192,2020-08-29,KEN,GADM,KEN.13.7_1,Kiambu,0.06793,0.15059,full_february,DAY_OF_WEEK
2574193,2020-08-30,KEN,GADM,KEN.13.7_1,Kiambu,-0.01123,0.17963,full_february,DAY_OF_WEEK
2574194,2020-08-31,KEN,GADM,KEN.13.7_1,Kiambu,0.1088,0.15937,full_february,DAY_OF_WEEK
2574195,2020-09-01,KEN,GADM,KEN.13.7_1,Kiambu,0.1257,0.14372,full_february,DAY_OF_WEEK
2574196,2020-09-02,KEN,GADM,KEN.13.7_1,Kiambu,-0.02732,0.16077,full_february,DAY_OF_WEEK
2574197,2020-09-03,KEN,GADM,KEN.13.7_1,Kiambu,-0.02873,0.15914,full_february,DAY_OF_WEEK
2574198,2020-09-04,KEN,GADM,KEN.13.7_1,Kiambu,-0.00457,0.16646,full_february,DAY_OF_WEEK
2574199,2020-09-05,KEN,GADM,KEN.13.7_1,Kiambu,0.12194,0.17717,full_february,DAY_OF_WEEK
2574200,2020-09-06,KEN,GADM,KEN.13.7_1,Kiambu,0.0167,0.23287,full_february,DAY_OF_WEEK
2574201,2020-09-07,KEN,GADM,KEN.13.7_1,Kiambu,0.06753,0.20887,full_february,DAY_OF_WEEK
2574202,2020-09-08,KEN,GADM,KEN.13.7_1,Kiambu,0.09865,0.18137,full_february,DAY_OF_WEEK
2574203,2020-09-09,KEN,GADM,KEN.13.7_1,Kiambu,-0.05604,0.19082,full_february,DAY_OF_WEEK
2574204,2020-09-10,KEN,GADM,KEN.13.7_1,Kiambu,-0.03702,0.17051,full_february,DAY_OF_WEEK
2574205,2020-09-11,KEN,GADM,KEN.13.7_1,Kiambu,-0.05228,0.14443,full_february,DAY_OF_WEEK
2574206,2020-09-12,KEN,GADM,KEN.13.7_1,Kiambu,-0.02377,0.15872,full_february,DAY_OF_WEEK
2574207,2020-09-13,KEN,GADM,KEN.13.7_1,Kiambu,-0.02818,0.19597,full_february,DAY_OF_WEEK
2574208,2020-09-14,KEN,GADM,KEN.13.7_1,Kiambu,0.08501,0.15513,full_february,DAY_OF_WEEK
2574209,2020-09-15,KEN,GADM,KEN.13.7_1,Kiambu,0.0746,0.16293,full_february,DAY_OF_WEEK
2574210,2020-09-16,KEN,GADM,KEN.13.7_1,Kiambu,-0.05212,0.16597,full_february,DAY_OF_WEEK
2574211,2020-09-17,KEN,GADM,KEN.13.7_1,Kiambu,-0.10385,0.15617,full_february,DAY_OF_WEEK
2574212,2020-09-18,KEN,GADM,KEN.13.7_1,Kiambu,-0.07077,0.15544,full_february,DAY_OF_WEEK
2574213,2020-09-19,KEN,GADM,KEN.13.7_1,Kiambu,0.02033,0.16497,full_february,DAY_OF_WEEK
2574214,2020-09-20,KEN,GADM,KEN.13.7_1,Kiambu,-0.05863,0.21077,full_february,DAY_OF_WEEK
2574215,2020-09-21,KEN,GADM,KEN.13.7_1,Kiambu,0.06051,0.15894,full_february,DAY_OF_WEEK
2574216,2020-09-22,KEN,GADM,KEN.13.7_1,Kiambu,0.09365,0.15705,full_february,DAY_OF_WEEK
2574217,2020-09-23,KEN,GADM,KEN.13.7_1,Kiambu,-0.03054,0.15794,full_february,DAY_OF_WEEK
2574218,2020-09-24,KEN,GADM,KEN.13.7_1,Kiambu,-0.04701,0.16745,full_february,DAY_OF_WEEK
2574219,2020-09-25,KEN,GADM,KEN.13.7_1,Kiambu,-0.01019,0.12403,full_february,DAY_OF_WEEK
2574220,2020-09-26,KEN,GADM,KEN.13.7_1,Kiambu,0.02006,0.15366,full_february,DAY_OF_WEEK
2574221,2020-09-27,KEN,GADM,KEN.13.7_1,Kiambu,0.03886,0.19722,full_february,DAY_OF_WEEK
2574222,2020-09-28,KEN,GADM,KEN.13.7_1,Kiambu,0.12053,0.14169,full_february,DAY_OF_WEEK
2574223,2020-09-29,KEN,GADM,KEN.13.7_1,Kiambu,0.09984,0.13123,full_february,DAY_OF_WEEK
2574224,2020-09-30,KEN,GADM,KEN.13.7_1,Kiambu,-0.07244,0.15999,full_february,DAY_OF_WEEK
2574225,2020-10-01,KEN,GADM,KEN.13.7_1,Kiambu,-0.01349,0.14236,full_february,DAY_OF_WEEK
2574226,2020-10-02,KEN,GADM,KEN.13.7_1,Kiambu,0.0015,0.13269,full_february,DAY_OF_WEEK
2574227,2020-10-03,KEN,GADM,KEN.13.7_1,Kiambu,0.1026,0.1431,full_february,DAY_OF_WEEK
2574228,2020-10-04,KEN,GADM,KEN.13.7_1,Kiambu,0.04384,0.16659,full_february,DAY_OF_WEEK
2574229,2020-10-05,KEN,GADM,KEN.13.7_1,Kiambu,0.14473,0.14431,full_february,DAY_OF_WEEK
2574230,2020-10-06,KEN,GADM,KEN.13.7_1,Kiambu,0.16531,0.14883,full_february,DAY_OF_WEEK
2574231,2020-10-07,KEN,GADM,KEN.13.7_1,Kiambu,-0.00321,0.15238,full_february,DAY_OF_WEEK
2574232,2020-10-08,KEN,GADM,KEN.13.7_1,Kiambu,0.00233,0.15336,full_february,DAY_OF_WEEK
2574233,2020-10-09,KEN,GADM,KEN.13.7_1,Kiambu,0.01388,0.13755,full_february,DAY_OF_WEEK
2574234,2020-10-10,KEN,GADM,KEN.13.7_1,Kiambu,0.04652,0.14972,full_february,DAY_OF_WEEK
2574235,2020-10-11,KEN,GADM,KEN.13.7_1,Kiambu,0.00499,0.17102,full_february,DAY_OF_WEEK
2574236,2020-10-12,KEN,GADM,KEN.13.7_1,Kiambu,0.17424,0.1231,full_february,DAY_OF_WEEK
2574237,2020-10-13,KEN,GADM,KEN.13.7_1,Kiambu,0.10871,0.13784,full_february,DAY_OF_WEEK
2574238,2020-10-14,KEN,GADM,KEN.13.7_1,Kiambu,0.01224,0.14557,full_february,DAY_OF_WEEK
2574239,2020-10-15,KEN,GADM,KEN.13.7_1,Kiambu,-0.04317,0.14489,full_february,DAY_OF_WEEK
2574240,2020-10-16,KEN,GADM,KEN.13.7_1,Kiambu,-0.01184,0.13933,full_february,DAY_OF_WEEK
2574241,2020-10-17,KEN,GADM,KEN.13.7_1,Kiambu,-0.01154,0.16943,full_february,DAY_OF_WEEK
2574242,2020-10-18,KEN,GADM,KEN.13.7_1,Kiambu,-0.03206,0.19078,full_february,DAY_OF_WEEK
2574243,2020-10-19,KEN,GADM,KEN.13.7_1,Kiambu,0.05786,0.16516,full_february,DAY_OF_WEEK
2574244,2020-10-20,KEN,GADM,KEN.13.7_1,Kiambu,-0.12492,0.19357,full_february,DAY_OF_WEEK
2574245,2020-10-21,KEN,GADM,KEN.13.7_1,Kiambu,-0.06632,0.15283,full_february,DAY_OF_WEEK
2574246,2020-10-22,KEN,GADM,KEN.13.7_1,Kiambu,-0.05391,0.15637,full_february,DAY_OF_WEEK
2574247,2020-10-23,KEN,GADM,KEN.13.7_1,Kiambu,-0.03353,0.13947,full_february,DAY_OF_WEEK
2574248,2020-10-24,KEN,GADM,KEN.13.7_1,Kiambu,0.00405,0.15157,full_february,DAY_OF_WEEK
2574249,2020-10-25,KEN,GADM,KEN.13.7_1,Kiambu,-0.04233,0.19632,full_february,DAY_OF_WEEK
2574250,2020-10-26,KEN,GADM,KEN.13.7_1,Kiambu,0.08422,0.16883,full_february,DAY_OF_WEEK
2574251,2020-10-27,KEN,GADM,KEN.13.7_1,Kiambu,0.03691,0.15513,full_february,DAY_OF_WEEK
2574252,2020-10-28,KEN,GADM,KEN.13.7_1,Kiambu,-0.0977,0.1551,full_february,DAY_OF_WEEK
2574253,2020-10-29,KEN,GADM,KEN.13.7_1,Kiambu,-0.08786,0.15488,full_february,DAY_OF_WEEK
2574254,2020-10-30,KEN,GADM,KEN.13.7_1,Kiambu,-0.05657,0.13976,full_february,DAY_OF_WEEK
2574255,2020-10-31,KEN,GADM,KEN.13.7_1,Kiambu,-0.0397,0.15298,full_february,DAY_OF_WEEK
2574256,2020-11-01,KEN,GADM,KEN.13.7_1,Kiambu,0.01045,0.18229,full_february,DAY_OF_WEEK
2574257,2020-11-02,KEN,GADM,KEN.13.7_1,Kiambu,0.09418,0.15419,full_february,DAY_OF_WEEK
2574258,2020-11-03,KEN,GADM,KEN.13.7_1,Kiambu,0.06305,0.15757,full_february,DAY_OF_WEEK
2574259,2020-11-04,KEN,GADM,KEN.13.7_1,Kiambu,-0.09238,0.16678,full_february,DAY_OF_WEEK
2574260,2020-11-05,KEN,GADM,KEN.13.7_1,Kiambu,-0.09941,0.15169,full_february,DAY_OF_WEEK
2574261,2020-11-06,KEN,GADM,KEN.13.7_1,Kiambu,-0.08827,0.1427,full_february,DAY_OF_WEEK
2574262,2020-11-07,KEN,GADM,KEN.13.7_1,Kiambu,-0.03598,0.15284,full_february,DAY_OF_WEEK
2574263,2020-11-08,KEN,GADM,KEN.13.7_1,Kiambu,-0.04301,0.18086,full_february,DAY_OF_WEEK
2574264,2020-11-09,KEN,GADM,KEN.13.7_1,Kiambu,0.05653,0.16074,full_february,DAY_OF_WEEK
2574265,2020-11-10,KEN,GADM,KEN.13.7_1,Kiambu,0.06865,0.1486,full_february,DAY_OF_WEEK
2574266,2020-11-11,KEN,GADM,KEN.13.7_1,Kiambu,-0.09693,0.16117,full_february,DAY_OF_WEEK
2574267,2020-11-12,KEN,GADM,KEN.13.7_1,Kiambu,-0.12178,0.15374,full_february,DAY_OF_WEEK
2574268,2020-11-13,KEN,GADM,KEN.13.7_1,Kiambu,-0.06087,0.141,full_february,DAY_OF_WEEK
2574269,2020-11-14,KEN,GADM,KEN.13.7_1,Kiambu,-0.02255,0.15375,full_february,DAY_OF_WEEK
2574270,2020-11-15,KEN,GADM,KEN.13.7_1,Kiambu,0.00568,0.16628,full_february,DAY_OF_WEEK
2574271,2020-11-16,KEN,GADM,KEN.13.7_1,Kiambu,0.0424,0.15657,full_february,DAY_OF_WEEK
2574272,2020-11-17,KEN,GADM,KEN.13.7_1,Kiambu,0.02724,0.1426,full_february,DAY_OF_WEEK
2574273,2020-11-18,KEN,GADM,KEN.13.7_1,Kiambu,-0.06548,0.12703,full_february,DAY_OF_WEEK
2574274,2020-11-19,KEN,GADM,KEN.13.7_1,Kiambu,-0.06798,0.14754,full_february,DAY_OF_WEEK
2574275,2020-11-20,KEN,GADM,KEN.13.7_1,Kiambu,-0.02507,0.13743,full_february,DAY_OF_WEEK
2574276,2020-11-21,KEN,GADM,KEN.13.7_1,Kiambu,0.03749,0.15899,full_february,DAY_OF_WEEK
2574277,2020-11-22,KEN,GADM,KEN.13.7_1,Kiambu,0.04036,0.19259,full_february,DAY_OF_WEEK
2574278,2020-11-23,KEN,GADM,KEN.13.7_1,Kiambu,0.12888,0.15554,full_february,DAY_OF_WEEK
2574279,2020-11-24,KEN,GADM,KEN.13.7_1,Kiambu,0.11012,0.14481,full_february,DAY_OF_WEEK
2574280,2020-11-25,KEN,GADM,KEN.13.7_1,Kiambu,-0.01277,0.15536,full_february,DAY_OF_WEEK
2574281,2020-11-26,KEN,GADM,KEN.13.7_1,Kiambu,-0.02861,0.15433,full_february,DAY_OF_WEEK
2574282,2020-11-27,KEN,GADM,KEN.13.7_1,Kiambu,0.00628,0.12199,full_february,DAY_OF_WEEK
2574283,2020-11-28,KEN,GADM,KEN.13.7_1,Kiambu,-0.0406,0.16092,full_february,DAY_OF_WEEK
2574284,2020-11-29,KEN,GADM,KEN.13.7_1,Kiambu,-0.05089,0.19591,full_february,DAY_OF_WEEK
2574285,2020-11-30,KEN,GADM,KEN.13.7_1,Kiambu,0.03926,0.13659,full_february,DAY_OF_WEEK
2574286,2020-12-01,KEN,GADM,KEN.13.7_1,Kiambu,0.09887,0.14878,full_february,DAY_OF_WEEK
2574287,2020-12-02,KEN,GADM,KEN.13.7_1,Kiambu,0.01799,0.13517,full_february,DAY_OF_WEEK
2574288,2020-12-03,KEN,GADM,KEN.13.7_1,Kiambu,0.03488,0.13639,full_february,DAY_OF_WEEK
2574289,2020-12-04,KEN,GADM,KEN.13.7_1,Kiambu,0.03893,0.12233,full_february,DAY_OF_WEEK
2574290,2020-12-05,KEN,GADM,KEN.13.7_1,Kiambu,0.13953,0.12462,full_february,DAY_OF_WEEK
2574291,2020-12-06,KEN,GADM,KEN.13.7_1,Kiambu,0.11916,0.16269,full_february,DAY_OF_WEEK
2574292,2020-12-07,KEN,GADM,KEN.13.7_1,Kiambu,0.13904,0.12776,full_february,DAY_OF_WEEK
2574293,2020-12-08,KEN,GADM,KEN.13.7_1,Kiambu,0.12783,0.13544,full_february,DAY_OF_WEEK
2574294,2020-12-09,KEN,GADM,KEN.13.7_1,Kiambu,0.02167,0.14858,full_february,DAY_OF_WEEK
2574295,2020-12-10,KEN,GADM,KEN.13.7_1,Kiambu,0.02274,0.13949,full_february,DAY_OF_WEEK
2574296,2020-12-11,KEN,GADM,KEN.13.7_1,Kiambu,0.10772,0.11406,full_february,DAY_OF_WEEK
