covid_movement_id,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,covid_movement_date
2581356,-0.56385,0.4177,2020-04-10
2581357,-0.50295,0.37933,2020-04-11
2581358,-0.54481,0.44756,2020-04-12
2581359,-0.5622,0.42635,2020-04-13
2581360,-0.39384,0.34798,2020-04-14
2581361,-0.4087,0.34417,2020-04-15
2581362,-0.42548,0.3577,2020-04-16
2581363,-0.44785,0.34334000000000003,2020-04-17
2581364,-0.47473999999999994,0.38414,2020-04-18
2581365,-0.52763,0.44901,2020-04-19
2581366,-0.41685,0.33899,2020-04-20
2581367,-0.39592,0.34952,2020-04-21
2581368,-0.40774,0.37719,2020-04-22
2581369,-0.42323,0.35821,2020-04-23
2581370,-0.43975,0.34976,2020-04-24
2581371,-0.48398,0.38341,2020-04-25
2581372,-0.53012,0.46203999999999995,2020-04-26
2581373,-0.39444,0.34251,2020-04-27
2581374,-0.3803,0.34896,2020-04-28
2581375,-0.34434000000000003,0.33014,2020-04-29
2581376,-0.36937,0.33766,2020-04-30
2581377,-0.49286,0.37488,2020-05-01
2581378,-0.41267,0.33621,2020-05-02
2581379,-0.47446000000000005,0.40154,2020-05-03
2581380,-0.35167,0.31829,2020-05-04
2581381,-0.3277,0.31475,2020-05-05
2581382,-0.29636999999999997,0.31348000000000004,2020-05-06
2581383,-0.31161,0.25463,2020-05-07
2581384,-0.31866,0.24738000000000002,2020-05-08
2581385,-0.36223,0.24927,2020-05-09
2581386,-0.39442,0.31496999999999997,2020-05-10
2581387,-0.28365,0.24891,2020-05-11
2581388,-0.27805,0.25234,2020-05-12
2581389,-0.25926,0.24311,2020-05-13
2581390,-0.30014,0.25159000000000004,2020-05-14
2581391,-0.30358,0.24072,2020-05-15
2581392,-0.3363,0.26295,2020-05-16
2581393,-0.39526,0.3063,2020-05-17
2581394,-0.26764,0.2437,2020-05-18
2581395,-0.25049,0.23515,2020-05-19
2581396,-0.25895,0.24226999999999999,2020-05-20
2581397,-0.29031999999999997,0.24623,2020-05-21
2581398,-0.29509,0.23839000000000002,2020-05-22
2581399,-0.31087,0.25282,2020-05-23
2581400,-0.37412,0.30478,2020-05-24
2581401,-0.40121999999999997,0.27881999999999996,2020-05-25
2581402,-0.24133000000000002,0.2365,2020-05-26
2581403,-0.25175,0.24466999999999997,2020-05-27
2581404,-0.26666,0.2459,2020-05-28
2581405,-0.27902,0.23028,2020-05-29
2581406,-0.28205,0.24921,2020-05-30
2581407,-0.36295,0.30175,2020-05-31
2581408,-0.39327,0.27779,2020-06-01
2581409,-0.24026999999999998,0.22835999999999998,2020-06-02
2581410,-0.22608000000000003,0.23484000000000002,2020-06-03
2581411,-0.26305,0.2371,2020-06-04
2581412,-0.2746,0.21863000000000002,2020-06-05
2581413,-0.31211,0.24341999999999997,2020-06-06
2581414,-0.34676999999999997,0.29384,2020-06-07
2581415,-0.25655,0.23458,2020-06-08
2581416,-0.25196,0.2371,2020-06-09
2581417,-0.25364000000000003,0.25373,2020-06-10
2581418,-0.27864,0.24318,2020-06-11
2581419,-0.2764,0.23259000000000002,2020-06-12
2581420,-0.28776,0.25284,2020-06-13
2581421,-0.33939,0.30334,2020-06-14
2581422,-0.24889,0.23045,2020-06-15
2581423,-0.23756,0.23608,2020-06-16
2581424,-0.23556,0.23399999999999999,2020-06-17
2581425,-0.28060999999999997,0.23335,2020-06-18
2581426,-0.2865,0.23464000000000002,2020-06-19
2581427,-0.2749,0.24122,2020-06-20
2581428,-0.32344,0.27965999999999996,2020-06-21
2581429,-0.24502,0.22230999999999998,2020-06-22
2581430,-0.24045999999999998,0.23068000000000002,2020-06-23
2581431,-0.2335,0.23565999999999998,2020-06-24
2581432,-0.2643,0.23438,2020-06-25
2581433,-0.27016999999999997,0.22595,2020-06-26
2581434,-0.25898000000000004,0.23368000000000003,2020-06-27
2581435,-0.30156,0.28656,2020-06-28
2581436,-0.24384,0.22501999999999997,2020-06-29
2581437,-0.22165,0.22728,2020-06-30
2581438,-0.21625999999999998,0.23201,2020-07-01
2581439,-0.25085,0.2247,2020-07-02
2581440,-0.25459,0.21993000000000001,2020-07-03
2581441,-0.25256,0.2283,2020-07-04
2581442,-0.31987,0.29193,2020-07-05
2581443,-0.23184000000000002,0.22685,2020-07-06
2581444,-0.214,0.22693000000000002,2020-07-07
2581445,-0.2022,0.22318000000000002,2020-07-08
2581446,-0.23535,0.22411999999999999,2020-07-09
2581447,-0.22569,0.21998,2020-07-10
2581448,-0.25440999999999997,0.23474,2020-07-11
2581449,-0.27363000000000004,0.27629000000000004,2020-07-12
2581450,-0.19902,0.22174000000000002,2020-07-13
2581451,-0.1891,0.21525,2020-07-14
2581452,-0.18374000000000001,0.22671999999999998,2020-07-15
2581453,-0.23345,0.23108,2020-07-16
2581454,-0.23649,0.22208000000000003,2020-07-17
2581455,-0.23119,0.23228000000000001,2020-07-18
2581456,-0.28396,0.27452,2020-07-19
2581457,-0.23187,0.22876999999999997,2020-07-20
2581458,-0.22648000000000001,0.22785999999999998,2020-07-21
2581459,-0.20367000000000002,0.23199,2020-07-22
2581460,-0.23301,0.2316,2020-07-23
2581461,-0.25012,0.22175,2020-07-24
2581462,-0.24408000000000002,0.2257,2020-07-25
2581463,-0.26015,0.27276,2020-07-26
2581464,-0.22035,0.22028000000000003,2020-07-27
2581465,-0.21118,0.23004000000000002,2020-07-28
2581466,-0.19847,0.22326999999999997,2020-07-29
2581467,-0.20146,0.21156999999999998,2020-07-30
2581468,-0.31704,0.24556999999999998,2020-07-31
2581469,-0.25898000000000004,0.23314000000000001,2020-08-01
2581470,-0.24325,0.26115,2020-08-02
2581471,-0.19413,0.21803000000000003,2020-08-03
2581472,-0.17175,0.21116,2020-08-04
2581473,-0.1712,0.21284,2020-08-05
2581474,-0.22471999999999998,0.217,2020-08-06
2581475,-0.23769,0.22052,2020-08-07
2581476,-0.21103000000000002,0.21988000000000002,2020-08-08
2581477,-0.23253000000000001,0.27078,2020-08-09
2581478,-0.20618000000000003,0.21953000000000003,2020-08-10
2581479,-0.19121,0.23065,2020-08-11
2581480,-0.17465999999999998,0.22080999999999998,2020-08-12
2581481,-0.19701,0.21954,2020-08-13
2581482,-0.21131,0.20999,2020-08-14
2581483,-0.21686,0.2193,2020-08-15
2581484,-0.23069,0.26845,2020-08-16
2581485,-0.1876,0.21414,2020-08-17
2581486,-0.19094,0.21958000000000003,2020-08-18
2581487,-0.17071,0.22451999999999997,2020-08-19
2581488,-0.21304,0.21343,2020-08-20
2581489,-0.20415,0.20665999999999998,2020-08-21
2581490,-0.20329,0.22851999999999997,2020-08-22
2581491,-0.23985,0.26354,2020-08-23
2581492,-0.18434,0.2141,2020-08-24
2581493,-0.17748,0.21058000000000002,2020-08-25
2581494,-0.17315999999999998,0.21761,2020-08-26
2581495,-0.16937,0.20297,2020-08-27
2581496,-0.17351,0.20297,2020-08-28
2581497,-0.18022,0.20872,2020-08-29
2581498,-0.1996,0.2379,2020-08-30
2581499,-0.19268,0.20424,2020-08-31
2581500,-0.14501,0.20868,2020-09-01
2581501,-0.12795,0.20422,2020-09-02
2581502,-0.18414,0.22359,2020-09-03
2581503,-0.17103,0.20609,2020-09-04
2581504,-0.16765,0.21894,2020-09-05
2581505,-0.20917,0.27807,2020-09-06
2581506,-0.16009,0.214,2020-09-07
2581507,-0.12719,0.21666999999999997,2020-09-08
2581508,-0.15416,0.21136999999999997,2020-09-09
2581509,-0.22328,0.21374,2020-09-10
2581510,-0.20826999999999998,0.20454,2020-09-11
2581511,-0.21858000000000002,0.21258000000000002,2020-09-12
2581512,-0.24004,0.24633000000000002,2020-09-13
2581513,-0.19392,0.20379,2020-09-14
2581514,-0.12546,0.22096999999999997,2020-09-15
2581515,-0.1184,0.22866,2020-09-16
2581516,-0.13601,0.22343000000000002,2020-09-17
2581517,-0.12962,0.20942,2020-09-18
2581518,-0.13109,0.23248000000000002,2020-09-19
2581519,-0.20044,0.26700999999999997,2020-09-20
2581520,-0.14853,0.22537,2020-09-21
2581521,-0.12972999999999998,0.23371999999999998,2020-09-22
2581522,-0.10862999999999999,0.22512,2020-09-23
2581523,-0.14299,0.22765,2020-09-24
2581524,-0.13196,0.21906,2020-09-25
2581525,-0.09176000000000001,0.23121999999999998,2020-09-26
2581526,-0.17231,0.26389,2020-09-27
2581527,-0.15649000000000002,0.22258000000000003,2020-09-28
2581528,-0.09318,0.21416999999999997,2020-09-29
2581529,-0.07045,0.22333000000000003,2020-09-30
2581530,-0.07591,0.2129,2020-10-01
2581531,-0.06976,0.19709000000000002,2020-10-02
2581532,-0.027280000000000002,0.19976,2020-10-03
2581533,-0.09381,0.23184000000000002,2020-10-04
2581534,-0.07956,0.20596,2020-10-05
2581535,-0.07221,0.21293,2020-10-06
2581536,-0.02968,0.21115,2020-10-07
2581537,-0.055260000000000004,0.21144000000000002,2020-10-08
2581538,-0.03937,0.19505,2020-10-09
2581539,-0.06527000000000001,0.20997,2020-10-10
2581540,-0.0916,0.2339,2020-10-11
2581541,-0.11585999999999999,0.21297,2020-10-12
2581542,-0.06713999999999999,0.20686999999999997,2020-10-13
2581543,-0.03863,0.20923000000000003,2020-10-14
2581544,-0.04548,0.20206,2020-10-15
2581545,-0.06376,0.18978,2020-10-16
2581546,-0.06624,0.21155,2020-10-17
2581547,-0.12795,0.24904,2020-10-18
2581548,-0.09063,0.20508,2020-10-19
2581549,-0.21784,0.26455,2020-10-20
2581550,-0.0493,0.21345,2020-10-21
2581551,-0.08338,0.22011999999999998,2020-10-22
2581552,-0.13423,0.21035,2020-10-23
2581553,-0.07482,0.22230999999999998,2020-10-24
2581554,-0.1389,0.25062,2020-10-25
2581555,-0.12283,0.22662,2020-10-26
2581556,-0.07537,0.22046999999999997,2020-10-27
2581557,-0.08567000000000001,0.22178,2020-10-28
2581558,-0.09696,0.21594000000000002,2020-10-29
2581559,-0.08506,0.19867,2020-10-30
2581560,-0.05492999999999999,0.21205,2020-10-31
2581561,-0.07215,0.23056,2020-11-01
2581562,-0.10175,0.19973,2020-11-02
2581563,-0.06835,0.21909,2020-11-03
2581564,-0.05627000000000001,0.22189,2020-11-04
2581565,-0.06762,0.21804,2020-11-05
2581566,-0.14067000000000002,0.21349,2020-11-06
2581567,-0.07952000000000001,0.20434000000000002,2020-11-07
2581568,-0.09573999999999999,0.24133000000000002,2020-11-08
2581569,-0.10849,0.21404,2020-11-09
2581570,-0.05819,0.2154,2020-11-10
2581571,-0.05856,0.22585,2020-11-11
2581572,-0.12277,0.22005,2020-11-12
2581573,-0.10231,0.20133,2020-11-13
2581574,-0.08766,0.21895,2020-11-14
2581575,-0.15062,0.24498000000000003,2020-11-15
2581576,-0.13847,0.22507,2020-11-16
2581577,-0.08999,0.22135,2020-11-17
2581578,-0.09391000000000001,0.22066,2020-11-18
2581579,-0.09616,0.2136,2020-11-19
2581580,-0.09698,0.21279,2020-11-20
2581581,-0.09779,0.2172,2020-11-21
2581582,-0.16035,0.25748000000000004,2020-11-22
2581583,-0.17362,0.21741,2020-11-23
2581584,-0.12112,0.22418000000000002,2020-11-24
2581585,-0.0935,0.21832,2020-11-25
2581586,-0.12252,0.20790999999999998,2020-11-26
2581587,-0.11607999999999999,0.20055,2020-11-27
2581588,-0.10797999999999999,0.22079000000000001,2020-11-28
2581589,-0.18116,0.2738,2020-11-29
2581590,-0.12352,0.20001,2020-11-30
2581591,-0.0769,0.20508,2020-12-01
2581592,-0.06605,0.20425,2020-12-02
2581593,-0.09006,0.20906,2020-12-03
2581594,-0.06064,0.1928,2020-12-04
2581595,-0.04276,0.1825,2020-12-05
2581596,-0.09913,0.23208,2020-12-06
2581597,-0.08664,0.20413,2020-12-07
2581598,-0.06387999999999999,0.20105,2020-12-08
2581599,-0.028669999999999998,0.20328,2020-12-09
2581600,-0.04993,0.20155,2020-12-10
2581601,-0.00049,0.18475,2020-12-11
2581602,-0.035519999999999996,0.21491,2020-12-12
2581603,-0.07544,0.24031999999999998,2020-12-13
2581604,-0.06667999999999999,0.19254000000000002,2020-12-14
2581605,-0.00267,0.20157,2020-12-15
2581606,-0.00047000000000000004,0.19607,2020-12-16
2581607,0.01798,0.18525,2020-12-17
2581608,0.01803,0.1757,2020-12-18
2581609,0.05251,0.18731,2020-12-19
2581610,-0.01273,0.2231,2020-12-20
2581611,-0.00599,0.18153,2020-12-21
2581612,0.04892,0.1729,2020-12-22
2581613,0.14301,0.16958,2020-12-23
2581614,0.0689,0.16652,2020-12-24
2581615,-0.14202,0.20601999999999998,2020-12-25
2581616,-0.23308,0.24169000000000002,2020-12-26
2581617,-0.13985,0.251,2020-12-27
2581618,-0.09035,0.21721999999999997,2020-12-28
2581619,-0.1394,0.22926999999999997,2020-12-29
2581620,-0.09938,0.2193,2020-12-30
2581621,-0.13105,0.19834000000000002,2020-12-31
2581622,-0.12794,0.17598,2020-03-01
2581623,-0.01097,0.11943,2020-03-02
2581624,-0.01441,0.10288,2020-03-03
2581625,0.027939999999999996,0.11682999999999999,2020-03-04
2581626,0.033819999999999996,0.11342,2020-03-05
2581627,0.06069,0.11104000000000001,2020-03-06
2581628,0.045439999999999994,0.13249,2020-03-07
2581629,0.03224,0.1572,2020-03-08
2581630,0.04339,0.11357,2020-03-09
2581631,0.021509999999999998,0.11267,2020-03-10
2581632,0.02468,0.10843,2020-03-11
2581633,-0.00157,0.11980999999999999,2020-03-12
2581634,-0.016030000000000003,0.11657999999999999,2020-03-13
2581635,-0.05069,0.13585,2020-03-14
2581636,-0.06999,0.17269,2020-03-15
2581637,0.00158,0.14060999999999998,2020-03-16
2581638,-0.037239999999999995,0.1515,2020-03-17
2581639,-0.08336,0.14386,2020-03-18
2581640,-0.1043,0.15234,2020-03-19
2581641,-0.16422,0.17099,2020-03-20
2581642,-0.17185999999999998,0.17545999999999998,2020-03-21
2581643,-0.19477,0.22682,2020-03-22
2581644,-0.18519000000000002,0.18621,2020-03-23
2581645,-0.23564000000000002,0.19468,2020-03-24
2581646,-0.24919000000000002,0.20089,2020-03-25
2581647,-0.28396,0.21735,2020-03-26
2581648,-0.22605999999999998,0.20839000000000002,2020-03-27
2581649,-0.3427,0.24449,2020-03-28
2581650,-0.39231,0.30839,2020-03-29
2581651,-0.26423,0.21416,2020-03-30
2581652,-0.25281,0.21443,2020-03-31
2581653,-0.24320999999999998,0.21547,2020-04-01
2581654,-0.25842,0.22116,2020-04-02
2581655,-0.25774,0.21702,2020-04-03
2581656,-0.29499000000000003,0.23551,2020-04-04
2581657,-0.35519,0.3004,2020-04-05
2581658,-0.21416,0.21041999999999997,2020-04-06
2581659,-0.3064,0.24453000000000003,2020-04-07
2581660,-0.32216,0.24744000000000002,2020-04-08
2581661,-0.32229,0.24835,2020-04-09
2581662,-0.47473000000000004,0.29105,2020-04-10
2581663,-0.38583,0.28506,2020-04-11
2581664,-0.44251,0.35025,2020-04-12
2581665,-0.47133,0.30476,2020-04-13
2581666,-0.27483,0.23563,2020-04-14
2581667,-0.28931999999999997,0.23367,2020-04-15
2581668,-0.30533000000000005,0.24479,2020-04-16
2581669,-0.31731,0.22853,2020-04-17
2581670,-0.35836,0.27202,2020-04-18
2581671,-0.4209,0.34285,2020-04-19
2581672,-0.30567,0.24220999999999998,2020-04-20
2581673,-0.30119,0.24478000000000003,2020-04-21
2581674,-0.28995,0.24029,2020-04-22
2581675,-0.30004000000000003,0.24435,2020-04-23
2581676,-0.31017,0.23576999999999998,2020-04-24
2581677,-0.35055,0.27581,2020-04-25
2581678,-0.43713,0.33682,2020-04-26
2581679,-0.26139,0.23585,2020-04-27
2581680,-0.2398,0.22261,2020-04-28
2581681,-0.25156999999999996,0.21438000000000001,2020-04-29
2581682,-0.22389,0.22111999999999998,2020-04-30
2581683,-0.41352,0.25603000000000004,2020-05-01
2581684,-0.30961,0.23335999999999998,2020-05-02
2581685,-0.35453,0.31209000000000003,2020-05-03
2581686,-0.22614,0.22357,2020-05-04
2581687,-0.22759000000000001,0.20872,2020-05-05
2581688,-0.18907000000000002,0.21548,2020-05-06
2581689,-0.23056,0.22491999999999998,2020-05-07
2581690,-0.2231,0.22776,2020-05-08
2581691,-0.31338,0.23953000000000002,2020-05-09
2581692,-0.34325,0.29465,2020-05-10
2581693,-0.21548,0.22704000000000002,2020-05-11
2581694,-0.19504000000000002,0.2192,2020-05-12
2581695,-0.19241,0.21882,2020-05-13
2581696,-0.2053,0.21754,2020-05-14
2581697,-0.20055,0.21491999999999997,2020-05-15
2581698,-0.21303000000000002,0.22691,2020-05-16
2581699,-0.30908,0.28896,2020-05-17
2581700,-0.13508,0.20288,2020-05-18
2581701,-0.18145999999999998,0.21225,2020-05-19
2581702,-0.16965,0.2057,2020-05-20
2581703,-0.16341,0.20661,2020-05-21
2581704,-0.18261,0.19877999999999998,2020-05-22
2581705,-0.23096999999999998,0.21541,2020-05-23
2581706,-0.29891,0.27781,2020-05-24
2581707,-0.35907,0.24841999999999997,2020-05-25
2581708,-0.16497,0.2034,2020-05-26
2581709,-0.17494,0.20534000000000002,2020-05-27
2581710,-0.18032,0.20153,2020-05-28
2581711,-0.14307,0.1887,2020-05-29
2581712,-0.1915,0.21081999999999998,2020-05-30
2581713,-0.27981,0.27492,2020-05-31
2581714,-0.3463,0.24389,2020-06-01
2581715,-0.14598,0.18592,2020-06-02
2581716,-0.12796,0.18859,2020-06-03
2581717,-0.15608,0.18687,2020-06-04
2581718,-0.1503,0.18791,2020-06-05
2581719,-0.20038,0.21203000000000002,2020-06-06
2581720,-0.21524000000000001,0.24491,2020-06-07
2581721,-0.13763,0.17639000000000002,2020-06-08
2581722,-0.13343,0.17797000000000002,2020-06-09
2581723,-0.18159,0.21204,2020-06-10
2581724,-0.16222999999999999,0.18654,2020-06-11
2581725,-0.1454,0.19108,2020-06-12
2581726,-0.14213,0.19769,2020-06-13
2581727,-0.23536999999999997,0.26786,2020-06-14
2581728,-0.14257999999999998,0.19846,2020-06-15
2581729,-0.1406,0.17708,2020-06-16
2581730,-0.13718,0.1743,2020-06-17
2581731,-0.17395,0.17124,2020-06-18
2581732,-0.13965999999999998,0.17169,2020-06-19
2581733,-0.16353,0.19084,2020-06-20
2581734,-0.19764,0.23704,2020-06-21
2581735,-0.08878,0.15977,2020-06-22
2581736,-0.11077000000000001,0.16447,2020-06-23
2581737,-0.13128,0.17952,2020-06-24
2581738,-0.11310999999999999,0.16504000000000002,2020-06-25
2581739,-0.10599000000000001,0.15592,2020-06-26
2581740,-0.10638,0.17849,2020-06-27
2581741,-0.15730999999999998,0.21070999999999998,2020-06-28
2581742,-0.07735,0.16213,2020-06-29
2581743,-0.058129999999999994,0.1597,2020-06-30
2581744,-0.08691,0.1564,2020-07-01
2581745,-0.10873,0.16558,2020-07-02
2581746,-0.11508,0.16127,2020-07-03
2581747,-0.0743,0.17031,2020-07-04
2581748,-0.15459,0.22535,2020-07-05
2581749,-0.060110000000000004,0.16385,2020-07-06
2581750,-0.04609,0.15830999999999998,2020-07-07
2581751,-0.06642999999999999,0.15434,2020-07-08
2581752,-0.08192,0.16855,2020-07-09
2581753,-0.06781000000000001,0.15714,2020-07-10
2581754,-0.02864,0.16565,2020-07-11
2581755,-0.13437000000000002,0.21486999999999998,2020-07-12
2581756,-0.03143,0.16479000000000002,2020-07-13
2581757,-0.0193,0.14865,2020-07-14
2581758,-0.01766,0.15446,2020-07-15
2581759,-0.04388,0.15824000000000002,2020-07-16
2581760,-0.06184,0.16519,2020-07-17
2581761,-0.09945,0.19189,2020-07-18
2581762,-0.09683,0.2135,2020-07-19
2581763,-0.07708,0.16525,2020-07-20
2581764,-0.10484,0.17717,2020-07-21
2581765,-0.07066,0.17163,2020-07-22
2581766,-0.06886,0.17198,2020-07-23
2581767,-0.08159,0.15703,2020-07-24
2581768,-0.05794,0.17242000000000002,2020-07-25
2581769,-0.14490999999999998,0.221,2020-07-26
2581770,-0.06977,0.1657,2020-07-27
2581771,-0.06755,0.16498,2020-07-28
2581772,-0.07733,0.16335999999999998,2020-07-29
2581773,-0.05725,0.15905,2020-07-30
2581774,-0.20774,0.1927,2020-07-31
2581775,-0.07672999999999999,0.17318,2020-08-01
2581776,-0.09144,0.22316,2020-08-02
2581777,-0.03888,0.15284,2020-08-03
2581778,-0.00414,0.1541,2020-08-04
2581779,-0.00474,0.15086,2020-08-05
2581780,-0.03394,0.15804,2020-08-06
2581781,-0.014280000000000001,0.14964,2020-08-07
2581782,-0.02359,0.15457,2020-08-08
2581783,-0.06498999999999999,0.2048,2020-08-09
2581784,-0.03971,0.16323,2020-08-10
2581785,-0.04357,0.15123,2020-08-11
2581786,-0.04087,0.1695,2020-08-12
2581787,-0.06799,0.16234,2020-08-13
2581788,-0.07405,0.15242999999999998,2020-08-14
2581789,-0.04456,0.1817,2020-08-15
2581790,-0.1261,0.22896,2020-08-16
2581791,-0.03331,0.15541,2020-08-17
2581792,-0.029960000000000004,0.16075,2020-08-18
2581793,-0.027339999999999996,0.15793,2020-08-19
2581794,-0.07177,0.15907000000000002,2020-08-20
2581795,-0.03639,0.16180999999999998,2020-08-21
2581796,-0.028919999999999998,0.16967000000000002,2020-08-22
2581797,-0.11635999999999999,0.21965,2020-08-23
2581798,-0.06954,0.16455,2020-08-24
2581799,0.0015,0.15623,2020-08-25
2581800,0.01517,0.15007,2020-08-26
2581801,0.00809,0.15344000000000002,2020-08-27
2581802,0.012740000000000001,0.14719000000000002,2020-08-28
2581803,-0.0025,0.1632,2020-08-29
2581804,-0.053779999999999994,0.19093,2020-08-30
2581805,0.01181,0.14243,2020-08-31
2581806,0.05755,0.14831,2020-09-01
2581807,0.014790000000000001,0.14598,2020-09-02
2581808,0.06701,0.13996,2020-09-03
2581809,0.05475,0.14240999999999998,2020-09-04
2581810,7e-05,0.18006,2020-09-05
2581811,-0.10260999999999999,0.25898000000000004,2020-09-06
2581812,0.0022600000000000003,0.16136,2020-09-07
2581813,0.03298,0.17124,2020-09-08
2581814,-0.007540000000000001,0.15237,2020-09-09
2581815,-0.0401,0.16166,2020-09-10
2581816,-0.03626,0.15134,2020-09-11
2581817,-0.00108,0.16993,2020-09-12
2581818,-0.09882,0.19093,2020-09-13
2581819,-0.053110000000000004,0.15242,2020-09-14
2581820,-0.014769999999999998,0.15158,2020-09-15
2581821,-0.01553,0.14476,2020-09-16
2581822,-0.056010000000000004,0.15032,2020-09-17
2581823,-0.03942,0.14096,2020-09-18
2581824,-0.02798,0.1678,2020-09-19
2581825,-0.03685,0.20407,2020-09-20
2581826,-0.01958,0.1511,2020-09-21
2581827,-0.028419999999999997,0.14374,2020-09-22
2581828,-0.007529999999999999,0.14237,2020-09-23
2581829,-0.04821,0.13827,2020-09-24
2581830,-0.01913,0.13627,2020-09-25
2581831,-0.02284,0.16278,2020-09-26
2581832,-0.07282999999999999,0.19438,2020-09-27
2581833,-0.00615,0.14355,2020-09-28
2581834,0.005,0.1358,2020-09-29
2581835,-0.02748,0.13634000000000002,2020-09-30
2581836,-0.01958,0.11894,2020-10-01
2581837,-0.031219999999999998,0.12832000000000002,2020-10-02
2581838,-0.01481,0.14092000000000002,2020-10-03
2581839,-0.03295,0.1744,2020-10-04
2581840,0.041210000000000004,0.12918,2020-10-05
2581841,-0.0027600000000000003,0.13854,2020-10-06
2581842,0.041030000000000004,0.14092000000000002,2020-10-07
2581843,0.00298,0.13493,2020-10-08
2581844,0.00665,0.13790999999999998,2020-10-09
2581845,-0.06249,0.16806,2020-10-10
2581846,-0.04668,0.19931,2020-10-11
2581847,0.018369999999999997,0.12827,2020-10-12
2581848,0.00678,0.13779,2020-10-13
2581849,0.01409,0.14894000000000002,2020-10-14
2581850,0.012819999999999998,0.13339,2020-10-15
2581851,-0.01094,0.12866,2020-10-16
2581852,-0.02238,0.16095,2020-10-17
2581853,-0.04701,0.18168,2020-10-18
2581854,0.00235,0.13496,2020-10-19
2581855,-0.2123,0.19575,2020-10-20
2581856,-0.02335,0.1394,2020-10-21
2581857,-0.040999999999999995,0.14361,2020-10-22
2581858,-0.03703,0.14655,2020-10-23
2581859,-0.03286,0.15014,2020-10-24
2581860,-0.05876,0.19183,2020-10-25
2581861,-0.015390000000000001,0.14454,2020-10-26
2581862,-0.026080000000000002,0.1411,2020-10-27
2581863,-0.027719999999999998,0.13479000000000002,2020-10-28
2581864,-0.06791,0.1527,2020-10-29
2581865,-0.013130000000000001,0.14944000000000002,2020-10-30
2581866,-0.02705,0.15446,2020-10-31
2581867,-0.0538,0.19518,2020-11-01
2581868,-0.00344,0.13751,2020-11-02
2581869,-0.03134,0.14542,2020-11-03
2581870,0.03659,0.1405,2020-11-04
2581871,0.01379,0.13475,2020-11-05
2581872,-0.04557,0.13318,2020-11-06
2581873,-0.00232,0.14561,2020-11-07
2581874,-0.01121,0.18987,2020-11-08
2581875,-0.04997,0.14173,2020-11-09
2581876,0.049710000000000004,0.14232999999999998,2020-11-10
2581877,-0.02037,0.13684000000000002,2020-11-11
2581878,-0.02295,0.14873,2020-11-12
2581879,-0.010329999999999999,0.13251,2020-11-13
2581880,-0.036789999999999996,0.14425,2020-11-14
2581881,-0.03442,0.18400999999999998,2020-11-15
2581882,0.0115,0.13064,2020-11-16
2581883,-0.01339,0.14251,2020-11-17
2581884,-0.01658,0.14916,2020-11-18
2581885,-0.00775,0.14072,2020-11-19
2581886,-0.01654,0.13748,2020-11-20
2581887,-0.03955,0.15832000000000002,2020-11-21
2581888,-0.0488,0.19663,2020-11-22
2581889,-0.028010000000000004,0.14494,2020-11-23
2581890,-0.054779999999999995,0.1455,2020-11-24
2581891,-0.026860000000000002,0.14428,2020-11-25
2581892,-0.029930000000000002,0.14543,2020-11-26
2581893,-0.07597999999999999,0.13860999999999998,2020-11-27
2581894,-0.03413,0.15929000000000001,2020-11-28
2581895,-0.12568,0.21833000000000002,2020-11-29
2581896,-0.07581,0.14273,2020-11-30
2581897,-0.0009,0.14489000000000002,2020-12-01
2581898,0.00108,0.13254000000000002,2020-12-02
2581899,-0.017130000000000003,0.14249,2020-12-03
2581900,0.02008,0.12918,2020-12-04
2581901,0.04033,0.13988,2020-12-05
2581902,-0.017580000000000002,0.18633,2020-12-06
2581903,0.00663,0.14382,2020-12-07
2581904,0.01414,0.13515,2020-12-08
2581905,0.014490000000000001,0.14545,2020-12-09
2581906,-0.02335,0.14253,2020-12-10
2581907,0.01211,0.1355,2020-12-11
2581908,-0.0436,0.15186,2020-12-12
2581909,-0.036539999999999996,0.18775,2020-12-13
2581910,0.03617,0.13559000000000002,2020-12-14
2581911,-0.00801,0.14340999999999998,2020-12-15
2581912,0.051289999999999995,0.1317,2020-12-16
2581913,0.07657,0.12054000000000001,2020-12-17
2581914,0.11842000000000001,0.11452999999999999,2020-12-18
2581915,0.14507,0.13026,2020-12-19
2581916,0.050069999999999996,0.15673,2020-12-20
2581917,0.08213,0.10962999999999999,2020-12-21
2581918,0.10063,0.1172,2020-12-22
2581919,0.12412999999999999,0.12764,2020-12-23
2581920,0.15212,0.1261,2020-12-24
2581921,-0.08871,0.15049,2020-12-25
2581922,-0.20027,0.19941,2020-12-26
2581923,-0.13284,0.22265,2020-12-27
2581924,-0.10153999999999999,0.17055,2020-12-28
2581925,-0.13103,0.16826,2020-12-29
2581926,-0.07954,0.16039,2020-12-30
2581927,-0.11112000000000001,0.15083,2020-12-31
2581928,-0.14217,0.20776,2020-03-01
2581929,0.01677,0.13419,2020-03-02
2581930,0.0109,0.13124,2020-03-03
2581931,0.00613,0.12399,2020-03-04
2581932,0.00487,0.13483,2020-03-05
2581933,-0.0248,0.12667,2020-03-06
2581934,0.029019999999999997,0.156,2020-03-07
2581935,-0.022359999999999998,0.16443,2020-03-08
2581936,0.010440000000000001,0.1357,2020-03-09
2581937,0.0939,0.13044,2020-03-10
2581938,-0.016069999999999997,0.13315,2020-03-11
