covid_movement_id,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,covid_movement_date
2572995,0.02192,0.15075999999999998,2020-09-25
2572996,0.021580000000000002,0.16868,2020-09-26
2572997,0.01316,0.18409,2020-09-27
2572998,0.06427000000000001,0.16097,2020-09-28
2572999,0.04779,0.15872,2020-09-29
2573000,0.06955,0.13884000000000002,2020-09-30
2573001,0.0202,0.15338,2020-10-01
2573002,0.04148,0.14413,2020-10-02
2573003,0.053779999999999994,0.14453,2020-10-03
2573004,0.06316000000000001,0.15304,2020-10-04
2573005,0.11125,0.13847,2020-10-05
2573006,0.06741,0.14612,2020-10-06
2573007,0.02153,0.14099,2020-10-07
2573008,0.07207000000000001,0.13423,2020-10-08
2573009,0.05936,0.12559,2020-10-09
2573010,0.0655,0.14121,2020-10-10
2573011,0.01155,0.16733,2020-10-11
2573012,0.11656,0.14772000000000002,2020-10-12
2573013,0.10949,0.13166,2020-10-13
2573014,0.04834,0.13635,2020-10-14
2573015,0.10195,0.12978,2020-10-15
2573016,0.04483,0.13145,2020-10-16
2573017,0.03596,0.16122999999999998,2020-10-17
2573018,-0.0564,0.17857,2020-10-18
2573019,0.060989999999999996,0.14277,2020-10-19
2573020,-0.11784000000000001,0.17572000000000002,2020-10-20
2573021,0.01623,0.15172,2020-10-21
2573022,0.02061,0.14423,2020-10-22
2573023,0.04754,0.1418,2020-10-23
2573024,0.04847,0.14612999999999998,2020-10-24
2573025,-0.030789999999999998,0.16389,2020-10-25
2573026,0.13438,0.1453,2020-10-26
2573027,0.07708999999999999,0.13051,2020-10-27
2573028,0.08101,0.12589,2020-10-28
2573029,0.035539999999999995,0.14014000000000001,2020-10-29
2573030,0.0244,0.13896,2020-10-30
2573031,0.00643,0.13708,2020-10-31
2573032,-0.016,0.15947,2020-11-01
2573033,0.11344000000000001,0.12268,2020-11-02
2573034,0.07297000000000001,0.12326,2020-11-03
2573035,0.015819999999999997,0.14595999999999998,2020-11-04
2573036,0.05727,0.1434,2020-11-05
2573037,0.06249,0.12635,2020-11-06
2573038,0.05674,0.13055999999999998,2020-11-07
2573039,0.02963,0.17251,2020-11-08
2573040,0.09325,0.13576,2020-11-09
2573041,0.07905,0.12917,2020-11-10
2573042,0.03827,0.14278,2020-11-11
2573043,0.052820000000000006,0.14164000000000002,2020-11-12
2573044,0.06863,0.13176,2020-11-13
2573045,0.033710000000000004,0.14636,2020-11-14
2573046,-0.00375,0.16797,2020-11-15
2573047,0.06309,0.13437000000000002,2020-11-16
2573048,0.03728,0.135,2020-11-17
2573049,0.057479999999999996,0.15135,2020-11-18
2573050,0.04035,0.15089,2020-11-19
2573051,0.05072,0.14634,2020-11-20
2573052,0.01927,0.15132,2020-11-21
2573053,-0.05217,0.1717,2020-11-22
2573054,0.05214,0.13658,2020-11-23
2573055,0.06596,0.13756,2020-11-24
2573056,0.046060000000000004,0.13053,2020-11-25
2573057,0.076,0.12797,2020-11-26
2573058,0.01647,0.12653,2020-11-27
2573059,0.00379,0.14532,2020-11-28
2573060,-0.04397,0.18002,2020-11-29
2573061,0.02822,0.13649,2020-11-30
2573062,0.03834,0.12278,2020-12-01
2573063,0.029589999999999998,0.1363,2020-12-02
2573064,0.07493,0.13543,2020-12-03
2573065,0.08819,0.11702,2020-12-04
2573066,0.13687,0.14069,2020-12-05
2573067,0.08473,0.15878,2020-12-06
2573068,0.11822,0.12465999999999999,2020-12-07
2573069,0.0868,0.13573,2020-12-08
2573070,-0.02479,0.1392,2020-12-09
2573071,0.0204,0.14394,2020-12-10
2573072,0.08283,0.13279000000000002,2020-12-11
2573073,0.029519999999999998,0.1435,2020-12-12
2573074,-0.04049,0.16855,2020-12-13
2573075,0.09593,0.13735,2020-12-14
2573076,0.04803,0.14311,2020-12-15
2573077,0.07705,0.14097,2020-12-16
2573078,0.10299000000000001,0.13189,2020-12-17
2573079,0.09122999999999999,0.12394000000000001,2020-12-18
2573080,0.14918,0.13907,2020-12-19
2573081,0.0875,0.16153,2020-12-20
2573082,0.19278,0.12844,2020-12-21
2573083,0.14609,0.12717,2020-12-22
2573084,0.10464000000000001,0.11992,2020-12-23
2573085,0.14779,0.11502000000000001,2020-12-24
2573086,-0.04947,0.14178,2020-12-25
2573087,-0.16069,0.18464,2020-12-26
2573088,-0.052570000000000006,0.18982000000000002,2020-12-27
2573089,0.024380000000000002,0.15169000000000002,2020-12-28
2573090,0.00827,0.14142000000000002,2020-12-29
2573091,0.027589999999999996,0.14519,2020-12-30
2573092,0.02868,0.13772,2020-12-31
2573093,-0.11807000000000001,0.17535,2020-03-01
2573094,0.06784,0.12419000000000001,2020-03-02
2573095,0.05504,0.1246,2020-03-03
2573096,0.033960000000000004,0.1219,2020-03-04
2573097,0.043089999999999996,0.12435999999999998,2020-03-05
2573098,-0.00913,0.10436,2020-03-06
2573099,0.07624,0.12563,2020-03-07
2573100,-0.024990000000000002,0.15058,2020-03-08
2573101,0.1073,0.11947999999999999,2020-03-09
2573102,0.06867000000000001,0.11062000000000001,2020-03-10
2573103,0.012759999999999999,0.11425999999999999,2020-03-11
2573104,0.014519999999999998,0.1102,2020-03-12
2573105,-0.00688,0.10708,2020-03-13
2573106,0.00541,0.14874,2020-03-14
2573107,-0.03533,0.15975999999999999,2020-03-15
2573108,0.00804,0.12971,2020-03-16
2573109,0.0171,0.14708,2020-03-17
2573110,-0.07094,0.14570999999999998,2020-03-18
2573111,-0.12352,0.18002,2020-03-19
2573112,-0.13004000000000002,0.17195,2020-03-20
2573113,-0.11095,0.18550999999999998,2020-03-21
2573114,-0.21786,0.22776999999999997,2020-03-22
2573115,-0.08073,0.18569000000000002,2020-03-23
2573116,-0.18946,0.20254,2020-03-24
2573117,-0.20672,0.21119000000000002,2020-03-25
2573118,-0.21925999999999998,0.22626999999999997,2020-03-26
2573119,-0.26673,0.23473000000000002,2020-03-27
2573120,-0.31088000000000005,0.26688,2020-03-28
2573121,-0.38383,0.31361999999999995,2020-03-29
2573122,-0.17732,0.22884000000000002,2020-03-30
2573123,-0.23135999999999998,0.23196,2020-03-31
2573124,-0.27560999999999997,0.23343000000000003,2020-04-01
2573125,-0.25521,0.24735,2020-04-02
2573126,-0.25211999999999996,0.253,2020-04-03
2573127,-0.23524,0.24015999999999998,2020-04-04
2573128,-0.36144,0.32103000000000004,2020-04-05
2573129,-0.14543,0.2336,2020-04-06
2573130,-0.26405,0.25556999999999996,2020-04-07
2573131,-0.2928,0.24609,2020-04-08
2573132,-0.31476,0.2531,2020-04-09
2573133,-0.45231000000000005,0.28729,2020-04-10
2573134,-0.32908000000000004,0.29545,2020-04-11
2573135,-0.43756999999999996,0.34231,2020-04-12
2573136,-0.37079,0.28944000000000003,2020-04-13
2573137,-0.23101999999999998,0.24695999999999999,2020-04-14
2573138,-0.25275,0.24619000000000002,2020-04-15
2573139,-0.28654,0.24054,2020-04-16
2573140,-0.27376999999999996,0.23931,2020-04-17
2573141,-0.31139,0.2716,2020-04-18
2573142,-0.42152,0.32466,2020-04-19
2573143,-0.21189000000000002,0.25783,2020-04-20
2573144,-0.24861999999999998,0.24561,2020-04-21
2573145,-0.29655,0.25668,2020-04-22
2573146,-0.31975,0.28212,2020-04-23
2573147,-0.28168000000000004,0.26929000000000003,2020-04-24
2573148,-0.32796,0.28869,2020-04-25
2573149,-0.43041,0.35863,2020-04-26
2573150,-0.21419000000000002,0.25166,2020-04-27
2573151,-0.22585,0.2426,2020-04-28
2573152,-0.22963000000000003,0.24181,2020-04-29
2573153,-0.23531,0.24786,2020-04-30
2573154,-0.33142,0.26815,2020-05-01
2573155,-0.26781,0.26489,2020-05-02
2573156,-0.36385,0.30262,2020-05-03
2573157,-0.15614,0.24261999999999997,2020-05-04
2573158,-0.16475,0.22041,2020-05-05
2573159,-0.19904000000000002,0.22713000000000003,2020-05-06
2573160,-0.17635,0.23399999999999999,2020-05-07
2573161,-0.21494000000000002,0.22318000000000002,2020-05-08
2573162,-0.24694000000000002,0.23181999999999997,2020-05-09
2573163,-0.32369000000000003,0.29919,2020-05-10
2573164,-0.09361,0.22107,2020-05-11
2573165,-0.11069000000000001,0.22476,2020-05-12
2573166,-0.15450999999999998,0.20102,2020-05-13
2573167,-0.16604000000000002,0.21583000000000002,2020-05-14
2573168,-0.19109,0.22143000000000002,2020-05-15
2573169,-0.1,0.23698000000000002,2020-05-16
2573170,-0.27641,0.27736,2020-05-17
2573171,-0.007659999999999999,0.20157,2020-05-18
2573172,-0.10625,0.19899999999999998,2020-05-19
2573173,-0.16902,0.21899000000000002,2020-05-20
2573174,-0.15311,0.24286999999999997,2020-05-21
2573175,-0.16965,0.23418000000000003,2020-05-22
2573176,-0.14088,0.2263,2020-05-23
2573177,-0.25179,0.30448000000000003,2020-05-24
2573178,-0.20822,0.23624,2020-05-25
2573179,-0.07591,0.20673000000000002,2020-05-26
2573180,-0.1239,0.22280999999999998,2020-05-27
2573181,-0.08941,0.21286,2020-05-28
2573182,-0.10643,0.20215999999999998,2020-05-29
2573183,-0.07783,0.2007,2020-05-30
2573184,-0.2211,0.24808000000000002,2020-05-31
2573185,-0.20388,0.23826,2020-06-01
2573186,-0.01863,0.19397999999999999,2020-06-02
2573187,-0.08287,0.19339,2020-06-03
2573188,-0.05155,0.20651999999999998,2020-06-04
2573189,-0.11092,0.19275,2020-06-05
2573190,-0.09146,0.2187,2020-06-06
2573191,-0.21454,0.25732,2020-06-07
2573192,0.00345,0.18782000000000001,2020-06-08
2573193,0.01901,0.17232,2020-06-09
2573194,-0.04809,0.19652999999999998,2020-06-10
2573195,-0.03916,0.19233,2020-06-11
2573196,-0.05047,0.17870999999999998,2020-06-12
2573197,-0.04313,0.20398,2020-06-13
2573198,-0.16791,0.26209,2020-06-14
2573199,0.03682,0.17494,2020-06-15
2573200,0.0032600000000000003,0.19084,2020-06-16
2573201,-0.05624,0.19011,2020-06-17
2573202,-0.05123,0.17390999999999998,2020-06-18
2573203,-0.06481,0.17347,2020-06-19
2573204,-0.02241,0.21435,2020-06-20
2573205,-0.14470999999999998,0.24438000000000001,2020-06-21
2573206,0.08031,0.17028,2020-06-22
2573207,-9e-05,0.17403,2020-06-23
2573208,-0.04303,0.18980999999999998,2020-06-24
2573209,-0.02827,0.16385,2020-06-25
2573210,-0.025660000000000002,0.15345,2020-06-26
2573211,0.0349,0.17424,2020-06-27
2573212,-0.09582,0.23756,2020-06-28
2573213,0.08357,0.16885,2020-06-29
2573214,0.0721,0.16837,2020-06-30
2573215,-0.02213,0.16618,2020-07-01
2573216,0.00924,0.17042000000000002,2020-07-02
2573217,-0.015269999999999999,0.16733,2020-07-03
2573218,0.042010000000000006,0.171,2020-07-04
2573219,-0.11445999999999999,0.23081,2020-07-05
2573220,0.08317999999999999,0.17687,2020-07-06
2573221,0.059660000000000005,0.16745,2020-07-07
2573222,-0.0055899999999999995,0.16906,2020-07-08
2573223,0.048760000000000005,0.17115,2020-07-09
2573224,0.0072,0.17595999999999998,2020-07-10
2573225,0.019459999999999998,0.17346,2020-07-11
2573226,-0.05262000000000001,0.22558000000000003,2020-07-12
2573227,0.13258,0.15489,2020-07-13
2573228,0.11512,0.16616,2020-07-14
2573229,0.05202999999999999,0.166,2020-07-15
2573230,0.06044,0.16885,2020-07-16
2573231,0.02453,0.16985999999999998,2020-07-17
2573232,0.03918,0.17534,2020-07-18
2573233,-0.07982,0.20618000000000003,2020-07-19
2573234,0.07906,0.16843,2020-07-20
2573235,0.02816,0.16802,2020-07-21
2573236,-0.00117,0.1697,2020-07-22
2573237,0.03814,0.15624000000000002,2020-07-23
2573238,0.00088,0.1782,2020-07-24
2573239,0.01317,0.17379,2020-07-25
2573240,-0.05985,0.21566,2020-07-26
2573241,0.12034,0.15349000000000002,2020-07-27
2573242,0.03791,0.18458,2020-07-28
2573243,0.00346,0.16469,2020-07-29
2573244,0.01466,0.16717,2020-07-30
2573245,-0.15344000000000002,0.18604,2020-07-31
2573246,0.026039999999999997,0.1657,2020-08-01
2573247,-0.09691,0.19601,2020-08-02
2573248,0.13491,0.15869,2020-08-03
2573249,0.13184,0.15748,2020-08-04
2573250,0.06304,0.15254,2020-08-05
2573251,0.018009999999999998,0.15721,2020-08-06
2573252,0.03266,0.15305,2020-08-07
2573253,0.0283,0.16515,2020-08-08
2573254,-0.060379999999999996,0.20703000000000002,2020-08-09
2573255,0.12525999999999998,0.15544000000000002,2020-08-10
2573256,0.07304,0.17215999999999998,2020-08-11
2573257,0.01436,0.17149,2020-08-12
2573258,0.02471,0.17106,2020-08-13
2573259,0.007379999999999999,0.16242,2020-08-14
2573260,0.0691,0.1749,2020-08-15
2573261,-0.04093,0.19812000000000002,2020-08-16
2573262,0.10159,0.15996,2020-08-17
2573263,0.12352,0.16480999999999998,2020-08-18
2573264,0.03067,0.16584000000000002,2020-08-19
2573265,0.0156,0.15861,2020-08-20
2573266,0.009059999999999999,0.16385,2020-08-21
2573267,0.12785,0.16297999999999999,2020-08-22
2573268,-0.00367,0.18808,2020-08-23
2573269,0.11930999999999999,0.14676,2020-08-24
2573270,0.11175,0.16172999999999998,2020-08-25
2573271,0.05487,0.15379,2020-08-26
2573272,0.11174,0.14683,2020-08-27
2573273,0.04986,0.15333,2020-08-28
2573274,0.07432000000000001,0.15722,2020-08-29
2573275,0.00387,0.18062999999999999,2020-08-30
2573276,0.19771,0.15759,2020-08-31
2573277,0.15922,0.16308,2020-09-01
2573278,0.10213,0.15859,2020-09-02
2573279,0.08853,0.15361,2020-09-03
2573280,0.06691,0.16891,2020-09-04
2573281,0.16663,0.17567,2020-09-05
2573282,-0.017669999999999998,0.22721,2020-09-06
2573283,0.20115999999999998,0.16934000000000002,2020-09-07
2573284,0.16915999999999998,0.16972,2020-09-08
2573285,0.07817,0.15769,2020-09-09
2573286,0.02376,0.16452999999999998,2020-09-10
2573287,-0.02986,0.17661,2020-09-11
2573288,0.04415,0.16689,2020-09-12
2573289,-0.061110000000000005,0.20415999999999998,2020-09-13
2573290,0.1004,0.16502,2020-09-14
2573291,0.09709,0.16105,2020-09-15
2573292,0.02132,0.16419,2020-09-16
2573293,-0.00386,0.17445,2020-09-17
2573294,0.006520000000000001,0.14959,2020-09-18
2573295,0.04899,0.17076,2020-09-19
2573296,0.00119,0.19285,2020-09-20
2573297,0.07437,0.17082,2020-09-21
2573298,0.10959,0.16782,2020-09-22
2573299,0.06137000000000001,0.15675999999999998,2020-09-23
2573300,0.0228,0.16221,2020-09-24
2573301,-0.00602,0.15718,2020-09-25
2573302,0.06422,0.16825,2020-09-26
2573303,0.00031,0.19399999999999998,2020-09-27
2573304,0.12531,0.15599000000000002,2020-09-28
2573305,0.08947000000000001,0.16843,2020-09-29
2573306,0.03995,0.14611,2020-09-30
2573307,0.02617,0.16114,2020-10-01
2573308,0.050539999999999995,0.14474,2020-10-02
2573309,0.11470999999999999,0.15166,2020-10-03
2573310,0.04553,0.17518,2020-10-04
2573311,0.17065999999999998,0.14245,2020-10-05
2573312,0.11474000000000001,0.14848,2020-10-06
2573313,0.04495,0.14022,2020-10-07
2573314,0.06104,0.14131,2020-10-08
2573315,0.03517,0.13457,2020-10-09
2573316,0.01185,0.15789,2020-10-10
2573317,-0.01115,0.18475,2020-10-11
2573318,0.16692,0.14072,2020-10-12
2573319,0.13904,0.14529,2020-10-13
2573320,0.05935,0.13773,2020-10-14
2573321,0.0691,0.14936,2020-10-15
2573322,0.013859999999999999,0.13937,2020-10-16
2573323,0.07392,0.16225,2020-10-17
2573324,-0.04397,0.19557,2020-10-18
2573325,0.12583,0.15379,2020-10-19
2573326,-0.13072999999999999,0.20956,2020-10-20
2573327,0.0546,0.13063,2020-10-21
2573328,0.0146,0.15947999999999998,2020-10-22
2573329,-0.00262,0.16115,2020-10-23
2573330,0.059070000000000004,0.16338,2020-10-24
2573331,-0.0036299999999999995,0.19496,2020-10-25
2573332,0.16284,0.13198,2020-10-26
2573333,0.13154000000000002,0.13837,2020-10-27
2573334,0.08752,0.14335,2020-10-28
2573335,0.05072,0.14517,2020-10-29
2573336,0.03553,0.14046,2020-10-30
2573337,0.08991,0.16293,2020-10-31
2573338,0.0206,0.16846,2020-11-01
2573339,0.12802,0.12761,2020-11-02
2573340,0.06884,0.13842000000000002,2020-11-03
2573341,0.037630000000000004,0.15738,2020-11-04
2573342,0.06863,0.14577,2020-11-05
2573343,0.03741,0.12966,2020-11-06
2573344,0.1369,0.13458,2020-11-07
2573345,0.05724,0.16917000000000001,2020-11-08
2573346,0.13421,0.13298,2020-11-09
2573347,0.16093,0.13253,2020-11-10
2573348,0.09886,0.14542,2020-11-11
2573349,0.04045,0.14858,2020-11-12
2573350,-0.0058200000000000005,0.1471,2020-11-13
2573351,0.07094,0.13734000000000002,2020-11-14
2573352,0.02414,0.16055,2020-11-15
2573353,0.13671,0.13577999999999998,2020-11-16
2573354,0.07887000000000001,0.14459,2020-11-17
2573355,0.07193,0.13038,2020-11-18
2573356,0.05449,0.13710999999999998,2020-11-19
2573357,0.049280000000000004,0.14293,2020-11-20
2573358,0.10468,0.1446,2020-11-21
2573359,0.006229999999999999,0.17622000000000002,2020-11-22
2573360,0.08755,0.13460999999999998,2020-11-23
2573361,0.07952000000000001,0.13579000000000002,2020-11-24
2573362,0.038189999999999995,0.12725999999999998,2020-11-25
2573363,0.0239,0.13546,2020-11-26
2573364,0.0028399999999999996,0.12836,2020-11-27
2573365,0.053470000000000004,0.15158,2020-11-28
2573366,-0.023540000000000002,0.18815,2020-11-29
2573367,0.10228,0.14897,2020-11-30
2573368,0.12479000000000001,0.13401,2020-12-01
2573369,0.05781,0.14772000000000002,2020-12-02
2573370,0.03909,0.13747,2020-12-03
2573371,0.08807000000000001,0.121,2020-12-04
2573372,0.15167,0.1276,2020-12-05
2573373,0.06913,0.14899,2020-12-06
2573374,0.15373,0.13265,2020-12-07
2573375,0.14143,0.13863,2020-12-08
2573376,0.04363,0.12775999999999998,2020-12-09
2573377,0.04685,0.1308,2020-12-10
2573378,0.0984,0.13161,2020-12-11
2573379,0.05424,0.14518,2020-12-12
2573380,0.024130000000000002,0.16872,2020-12-13
2573381,0.13797,0.13385999999999998,2020-12-14
2573382,0.15545,0.13792000000000001,2020-12-15
2573383,0.06425,0.13473,2020-12-16
2573384,0.08344,0.12437000000000001,2020-12-17
2573385,0.16402,0.13278,2020-12-18
2573386,0.18555,0.13779,2020-12-19
2573387,0.11893,0.14705,2020-12-20
2573388,0.2624,0.12052,2020-12-21
2573389,0.20079,0.12808,2020-12-22
2573390,0.16372,0.12015999999999999,2020-12-23
2573391,0.18023,0.09701,2020-12-24
2573392,-0.07526000000000001,0.14472000000000002,2020-12-25
2573393,-0.13658,0.18183,2020-12-26
2573394,-0.05654,0.18391,2020-12-27
2573395,0.05125,0.14915,2020-12-28
2573396,0.0552,0.1511,2020-12-29
2573397,-0.00065,0.14282,2020-12-30
2573398,0.03592,0.14209000000000002,2020-12-31
2573399,-0.20098,0.16349,2020-03-01
2573400,-0.05467999999999999,0.12027,2020-03-02
2573401,0.028030000000000003,0.09531,2020-03-03
2573402,0.0643,0.09607,2020-03-04
2573403,0.01374,0.09501,2020-03-05
2573404,-0.016309999999999998,0.10147,2020-03-06
2573405,0.02719,0.12097999999999999,2020-03-07
2573406,-0.0089,0.15258,2020-03-08
2573407,-0.0018100000000000002,0.09594,2020-03-09
2573408,-0.00335,0.0997,2020-03-10
2573409,0.03658,0.09841,2020-03-11
2573410,-0.02094,0.1032,2020-03-12
2573411,-0.03394,0.1021,2020-03-13
2573412,-0.05322999999999999,0.13846,2020-03-14
2573413,-0.15034,0.17912,2020-03-15
2573414,-0.12564,0.11912,2020-03-16
2573415,-0.03628,0.14929,2020-03-17
2573416,-0.12215999999999999,0.15006,2020-03-18
2573417,-0.22888000000000003,0.1707,2020-03-19
2573418,-0.24821,0.17056,2020-03-20
2573419,-0.28401,0.19184,2020-03-21
2573420,-0.3276,0.23435,2020-03-22
2573421,-0.28876,0.19143,2020-03-23
2573422,-0.32547,0.21209,2020-03-24
2573423,-0.29369,0.21001999999999998,2020-03-25
2573424,-0.32538,0.22019,2020-03-26
2573425,-0.38909,0.24511999999999998,2020-03-27
2573426,-0.41381999999999997,0.27399999999999997,2020-03-28
2573427,-0.5169,0.33166,2020-03-29
2573428,-0.37574,0.23262,2020-03-30
2573429,-0.37806999999999996,0.24073000000000003,2020-03-31
2573430,-0.38083,0.22333000000000003,2020-04-01
2573431,-0.38055,0.24338,2020-04-02
2573432,-0.39333,0.23785,2020-04-03
2573433,-0.40555,0.24140999999999999,2020-04-04
2573434,-0.44871000000000005,0.35236999999999996,2020-04-05
2573435,-0.34034000000000003,0.2155,2020-04-06
2573436,-0.43373999999999996,0.24633000000000002,2020-04-07
2573437,-0.39618000000000003,0.27819,2020-04-08
2573438,-0.39568000000000003,0.26245,2020-04-09
2573439,-0.56139,0.29922,2020-04-10
2573440,-0.47600000000000003,0.29563,2020-04-11
2573441,-0.53768,0.38088,2020-04-12
2573442,-0.57167,0.33601,2020-04-13
2573443,-0.39618000000000003,0.24645,2020-04-14
2573444,-0.37364,0.25422,2020-04-15
2573445,-0.38711,0.24819000000000002,2020-04-16
2573446,-0.42116000000000003,0.27888,2020-04-17
2573447,-0.46991000000000005,0.32802,2020-04-18
2573448,-0.50835,0.36258,2020-04-19
2573449,-0.3721,0.26737,2020-04-20
2573450,-0.37723,0.26302,2020-04-21
2573451,-0.40254,0.28326999999999997,2020-04-22
2573452,-0.37426,0.2685,2020-04-23
2573453,-0.37706999999999996,0.26625,2020-04-24
2573454,-0.38856999999999997,0.27053,2020-04-25
2573455,-0.59112,0.42983000000000005,2020-04-26
2573456,-0.35222,0.26177,2020-04-27
2573457,-0.3279,0.25336,2020-04-28
2573458,-0.34588,0.25563,2020-04-29
2573459,-0.36401999999999995,0.25026,2020-04-30
2573460,-0.47039,0.27352,2020-05-01
2573461,-0.39173,0.27171999999999996,2020-05-02
2573462,-0.48506000000000005,0.32927,2020-05-03
2573463,-0.3521,0.24974000000000002,2020-05-04
2573464,-0.3228,0.22560999999999998,2020-05-05
2573465,-0.33503,0.2648,2020-05-06
2573466,-0.32504,0.22985999999999998,2020-05-07
2573467,-0.30795,0.2252,2020-05-08
2573468,-0.31405,0.23510999999999999,2020-05-09
2573469,-0.44337,0.32904,2020-05-10
2573470,-0.31434,0.22807,2020-05-11
2573471,-0.31865,0.23048000000000002,2020-05-12
2573472,-0.28028000000000003,0.24301999999999999,2020-05-13
2573473,-0.34831999999999996,0.23188000000000003,2020-05-14
2573474,-0.32193,0.24279,2020-05-15
2573475,-0.30727,0.23071,2020-05-16
2573476,-0.3898,0.30138000000000004,2020-05-17
2573477,-0.25868,0.22036,2020-05-18
2573478,-0.29053,0.2242,2020-05-19
2573479,-0.29083000000000003,0.22371,2020-05-20
2573480,-0.25459,0.23313000000000003,2020-05-21
2573481,-0.3134,0.22418000000000002,2020-05-22
2573482,-0.29841,0.21808000000000002,2020-05-23
2573483,-0.41991999999999996,0.30601,2020-05-24
2573484,-0.40129000000000004,0.25425,2020-05-25
2573485,-0.26245999999999997,0.20740999999999998,2020-05-26
2573486,-0.27271999999999996,0.21104,2020-05-27
2573487,-0.24438000000000001,0.21211,2020-05-28
2573488,-0.26421,0.22291999999999998,2020-05-29
2573489,-0.23611999999999997,0.21566,2020-05-30
2573490,-0.30579,0.2558,2020-05-31
2573491,-0.37219,0.2359,2020-06-01
2573492,-0.2699,0.22207,2020-06-02
2573493,-0.2195,0.19721,2020-06-03
2573494,-0.23665999999999998,0.18549000000000002,2020-06-04
2573495,-0.251,0.18869,2020-06-05
2573496,-0.24015,0.22507,2020-06-06
2573497,-0.32143,0.27756,2020-06-07
2573498,-0.19142,0.21586999999999998,2020-06-08
2573499,-0.2546,0.1897,2020-06-09
2573500,-0.26278,0.22401999999999997,2020-06-10
2573501,-0.23671,0.205,2020-06-11
2573502,-0.23426,0.17978,2020-06-12
2573503,-0.16985999999999998,0.20517,2020-06-13
2573504,-0.27859,0.25951,2020-06-14
2573505,-0.17374,0.18087,2020-06-15
2573506,-0.24891999999999997,0.18435,2020-06-16
2573507,-0.20774,0.18233,2020-06-17
2573508,-0.25019,0.20134000000000002,2020-06-18
2573509,-0.27409,0.2024,2020-06-19
2573510,-0.19078,0.19428,2020-06-20
2573511,-0.24545,0.23263000000000003,2020-06-21
2573512,-0.18936,0.19982,2020-06-22
2573513,-0.2909,0.19274000000000002,2020-06-23
2573514,-0.20357,0.19739,2020-06-24
2573515,-0.23473000000000002,0.18877,2020-06-25
2573516,-0.26034,0.17715,2020-06-26
2573517,-0.142,0.17376,2020-06-27
2573518,-0.22665,0.23256999999999997,2020-06-28
2573519,-0.18606,0.17212,2020-06-29
2573520,-0.18039000000000002,0.17375,2020-06-30
2573521,-0.15028,0.19721,2020-07-01
2573522,-0.2425,0.19864,2020-07-02
2573523,-0.24909,0.17818,2020-07-03
2573524,-0.1547,0.17521,2020-07-04
2573525,-0.21234,0.23965,2020-07-05
2573526,-0.21606,0.18381,2020-07-06
2573527,-0.15672,0.17568,2020-07-07
2573528,-0.1904,0.163,2020-07-08
2573529,-0.15661,0.18007,2020-07-09
2573530,-0.182,0.16255,2020-07-10
2573531,-0.16415,0.18591,2020-07-11
2573532,-0.16715,0.22721,2020-07-12
2573533,-0.16613,0.19314,2020-07-13
2573534,-0.20215999999999998,0.18955,2020-07-14
2573535,-0.14887999999999998,0.18652,2020-07-15
2573536,-0.17924,0.19772,2020-07-16
2573537,-0.1959,0.17701,2020-07-17
2573538,-0.14723,0.18488,2020-07-18
2573539,-0.24969,0.24159,2020-07-19
2573540,-0.17918,0.16179000000000002,2020-07-20
2573541,-0.17932,0.18762,2020-07-21
2573542,-0.17914000000000002,0.18386,2020-07-22
2573543,-0.21443,0.1773,2020-07-23
2573544,-0.19094,0.15139,2020-07-24
2573545,-0.1457,0.18078,2020-07-25
2573546,-0.20381,0.22929000000000002,2020-07-26
2573547,-0.18286,0.19309,2020-07-27
2573548,-0.23653000000000002,0.20509000000000002,2020-07-28
2573549,-0.14398,0.1786,2020-07-29
2573550,-0.18023,0.18750999999999998,2020-07-30
2573551,-0.253,0.20475,2020-07-31
2573552,-0.12032000000000001,0.18880999999999998,2020-08-01
2573553,-0.1901,0.22371999999999997,2020-08-02
2573554,-0.1528,0.15164,2020-08-03
2573555,-0.191,0.18016,2020-08-04
2573556,-0.15507,0.16832,2020-08-05
2573557,-0.18415,0.16807,2020-08-06
2573558,-0.1633,0.15675,2020-08-07
2573559,-0.11656,0.16699,2020-08-08
2573560,-0.10626,0.23521,2020-08-09
2573561,-0.13347,0.15553,2020-08-10
2573562,-0.14977000000000001,0.17204,2020-08-11
2573563,-0.15523,0.16994,2020-08-12
2573564,-0.20242000000000002,0.18417999999999998,2020-08-13
2573565,-0.17897000000000002,0.17339000000000002,2020-08-14
2573566,-0.06775,0.15813,2020-08-15
2573567,-0.24961999999999998,0.24184,2020-08-16
2573568,-0.11400999999999999,0.17803,2020-08-17
2573569,-0.17639000000000002,0.16810999999999998,2020-08-18
2573570,-0.13707,0.19039,2020-08-19
2573571,-0.18819,0.15036,2020-08-20
2573572,-0.16062,0.15314,2020-08-21
2573573,-0.08499,0.16114,2020-08-22
2573574,-0.15175,0.19269,2020-08-23
2573575,-0.20131,0.17240999999999998,2020-08-24
2573576,-0.20374,0.18637,2020-08-25
2573577,-0.14529,0.16782,2020-08-26
2573578,-0.16551,0.17693,2020-08-27
2573579,-0.16002,0.14579,2020-08-28
2573580,-0.0715,0.1602,2020-08-29
2573581,-0.05755,0.19601,2020-08-30
2573582,-0.19021,0.14089000000000002,2020-08-31
2573583,-0.12557000000000001,0.14681,2020-09-01
2573584,-0.10232999999999999,0.16364,2020-09-02
